offset_x,offset_y,1996-06-22 00:00:00,1996-06-28 00:00:00,1996-07-05 00:00:00,1996-07-12 00:00:00,1996-07-19 00:00:00,1996-07-26 00:00:00,1996-08-02 00:00:00,1996-08-16 00:00:00,1997-06-22 00:00:00,1997-07-15 00:00:00,1997-07-30 00:00:00,1997-08-11 00:00:00,1997-08-21 00:00:00,1997-08-30 00:00:00,1998-06-25 00:00:00,1998-07-09 00:00:00,1998-07-23 00:00:00,1998-08-07 00:00:00,1998-08-14 00:00:00,1998-08-21 00:00:00,1998-08-31 00:00:00,1999-06-27 00:00:00,1999-07-04 00:00:00,1999-07-10 00:00:00,1999-07-18 00:00:00,1999-07-26 00:00:00,1999-08-07 00:00:00,1999-08-13 00:00:00,1999-08-19 00:00:00,1999-08-28 00:00:00,1999-09-04 00:00:00,1999-09-08 00:00:00,2000-06-04 00:00:00,2000-06-17 00:00:00,2000-07-01 00:00:00,2000-07-15 00:00:00,2000-07-28 00:00:00,2000-08-11 00:00:00,2000-08-28 00:00:00,2001-06-25 00:00:00,2001-07-11 00:00:00,2001-07-25 00:00:00,2001-08-09 00:00:00,2001-08-21 00:00:00,2001-08-29 00:00:00,2002-06-24 00:00:00,2002-07-08 00:00:00,2002-07-17 00:00:00,2002-07-31 00:00:00,2002-08-13 00:00:00,2002-08-21 00:00:00,2002-08-31 00:00:00,2003-06-11 00:00:00,2003-06-18 00:00:00,2003-06-26 00:00:00,2003-07-03 00:00:00,2003-07-16 00:00:00,2003-07-30 00:00:00,2003-08-13 00:00:00,2003-08-30 00:00:00,2004-06-12 00:00:00,2004-06-19 00:00:00,2004-06-26 00:00:00,2004-07-09 00:00:00,2004-07-25 00:00:00,2004-08-05 00:00:00,2004-08-19 00:00:00,2004-08-29 00:00:00,2005-06-01 00:00:00,2005-06-06 00:00:00,2005-06-13 00:00:00,2005-06-25 00:00:00,2005-07-09 00:00:00,2005-08-04 00:00:00,2005-08-16 00:00:00,2005-08-27 00:00:00,2006-06-26 00:00:00,2006-07-05 00:00:00,2006-07-10 00:00:00,2006-07-23 00:00:00,2006-08-07 00:00:00,2006-08-23 00:00:00,2006-08-28 00:00:00,2007-06-09 00:00:00,2007-06-16 00:00:00,2007-06-27 00:00:00,2007-07-09 00:00:00,2007-07-23 00:00:00,2007-08-08 00:00:00,2007-08-21 00:00:00,2007-09-04 00:00:00,2008-06-23 00:00:00,2008-07-02 00:00:00,2008-07-08 00:00:00,2008-07-21 00:00:00,2008-07-31 00:00:00,2008-08-10 00:00:00,2008-08-21 00:00:00,2008-08-27 00:00:00,2008-09-01 00:00:00,2009-05-17 00:00:00,2009-05-24 00:00:00,2009-05-31 00:00:00,2009-06-08 00:00:00,2009-06-18 00:00:00,2009-06-28 00:00:00,2009-07-13 00:00:00,2009-07-26 00:00:00,2009-08-10 00:00:00,2009-08-23 00:00:00,2009-09-01 00:00:00,2010-06-20 00:00:00,2010-06-29 00:00:00,2010-07-12 00:00:00,2010-07-26 00:00:00,2010-08-09 00:00:00,2010-08-23 00:00:00,2010-08-30 00:00:00,2010-09-04 00:00:00,2011-06-10 00:00:00,2011-06-14 00:00:00,2011-06-23 00:00:00,2011-07-05 00:00:00,2011-07-19 00:00:00,2011-08-02 00:00:00,2011-08-16 00:00:00,2011-08-30 00:00:00,2012-06-26 00:00:00,2012-07-03 00:00:00,2012-07-10 00:00:00,2012-07-17 00:00:00,2012-07-24 00:00:00,2012-08-07 00:00:00,2012-08-21 00:00:00,2012-09-05 00:00:00,2013-06-01 00:00:00,2013-06-08 00:00:00,2013-06-15 00:00:00,2013-06-22 00:00:00,2013-07-06 00:00:00,2013-07-20 00:00:00,2013-08-03 00:00:00,2013-08-17 00:00:00,2013-09-02 00:00:00,2013-09-07 00:00:00,2014-06-24 00:00:00,2014-06-30 00:00:00,2014-07-07 00:00:00,2014-07-21 00:00:00,2014-08-04 00:00:00,2014-08-18 00:00:00,2014-09-01 00:00:00,2015-06-30 00:00:00,2015-07-07 00:00:00,2015-07-14 00:00:00,2015-07-28 00:00:00,2015-08-11 00:00:00,2015-08-25 00:00:00,2015-09-01 00:00:00,2016-06-13 00:00:00,2016-06-20 00:00:00,2016-06-27 00:00:00,2016-07-04 00:00:00,2016-07-11 00:00:00,2016-07-25 00:00:00,2016-08-08 00:00:00,2016-08-22 00:00:00,2016-08-31 00:00:00
10,90,2,26,45,53,56,58,58,59,-999,47,59,59,60,35.9,2,42,50,56,60,59,63,-999,-999,12,31,49,56,58,57,57,56,54,-999,3,38,51,55,57,59,30,48,52,58,58,58,4,48,54,58,61,62,62,-999,10,41,50,59,67,72,74,10,39,48,58,70,72,79,78,-999,2,49,52,62,78,80,79,27,46,51,64,76,80,80,6,19,46,58,66,73,75,74,26,48,57,69,76,80,82,82,79,-999,-999,8,14,28,42,60,71,76,77,75,17,43,59,69,72,76,76,80,25,31.5,38,41,47,76,86,80,11,31,37,68,72,79,81,81,15,38,48,40,47,47,51,53,63,72,19,33,41,56,64,68,67,2,44,52,63,68,71,69,-999,36,44,43,40,74,77,77,37
10,100,15,33,42,50,53,57,58,59,-999,40,53,58,63,34.2,13,40,50,59,61,63,63,-999,6,18,45,49,56,58,59,58,57,57,-999,9,39,49,55,58,60,11,48,58,59,59,59,1,45,54,60,65,65,69,-999,19,42,51,58,67,70,70,2,20,35,58,68,71,72,72,-999,-999,20,50,60,75,75,75,-999,24,43,60,73,75,76,-999,21,49,62,66,73,70,66,10,33,47,61,67,71,72,72,71,-999,-999,-999,16,34,46,61,70,73,74,72,16,46,56,65,71,72,70,94,23,31.5,40,43,81,87,94,94,12,50,59,76,81,92,93,95,17,38,37,54,54,55,57,81,80,77,10,44,49,62,75,81,82,-999,47,54,69,74,81,78,-999,16,48,-999,67,80,89,92,94
20,0,0.5,11,30.5,45,46,49,53,56,-999,32,48,52,57,35.1,-999,36,45,53,56,56,68,-999,-999,2,23,41,48,51,52,52,52,50,-999,-999,30,45,50,55,58,3,38,43,57,57,57,-999,37,47,55,61,61,62,-999,8,30,38,50,62,67,68,-999,18,41,53,63,69,72,74,-999,-999,13,35,45,70,73,73,4,31,41,54,70,72,73,-999,15,41,53,60,68,68,66,15,49,54,63,70,74,74,77,75,-999,-999,1,11,28,47,59,67,71,73,72,22,46,60,69,76,76,76,73,-999,15,19,47,58,66,78,73,2,23,41,57,62,70,72,74,2,15,22,38,45,59,62,63,62,62,5,19,34,51,58,64,65,-999,17,34,52,60,63,62,-999,16,35,46,50,64,71,74,76
20,10,12,17,26.5,42,49,54,56,56,-999,30,42,49,50,27.8,-999,30,39,56,56,58,60,-999,-999,7,41,46,47,50,55,52,50,50,-999,2,30,43,48,54,58,1,39,46,53,53,55,6,38,47,52,65,65,57,-999,1,26,37,51,63,70,72,2,23,41,54,65,73,75,77,-999,-999,12,50,56,78,80,83,-999,28,31,59,75,79,79,-999,11,44,55,64,72,74,72,18,50,56,69,75,80,81,82,80,-999,-999,1,15,29,46,60,71,77,78,78,26,47,60,71,80,81,79,74,-999,27,29,54,64,70,75,74,-999,24,42,57,63,74,77,79,-999,11,23,39,61,62,69,71,68,68,7,17,30,47,66,63,64,7,24,43,54,63,67,69,5,27,40,52,60,73,80,84,85
20,20,14,34,48,58,60,66,68,68,-999,45,56,61,66,47.7,2,42,53,62,64,67,69,-999,1,18,37,53,61,65,65,64,63,60,-999,7,40,55,60,66,66,6,48,55,61,63,63,3,49,59,65,68,68,69,-999,-999,18,40,50,62,68,68,1,18,37,55,63,68,72,70,-999,-999,14,46,57,75,77,76,-999,15,30,55,70,74,74,-999,5,49,56,64,71,74,73,6,46,55,67,72,76,77,78,77,-999,-999,8,20,40,53,67,75,80,81,81,15,45,60,70,75,79,78,83,-999,10,36,56,65,75,82,83,-999,20,41,61,66,78,82,82,6,25,40,46,56,66,72,73,73,72,8,20,34,54,67,73,74,4,27,44,64,72,75,75,-999,21,42,53,61,76,85,86,89
20,30,13,41,49.5,55,61,65,67,68,-999,-999,60,65,65,22.9,-999,45,53,65,68,69,70,-999,2,18,49,55,64,66,67,68,67,65,-999,8,46,60,65,70,72,2,51,55,63,67,67,20,60,65,72,75,78,77,-999,-999,20,42,58,68,73,74,-999,18,31,62,73,75,75,77,-999,-999,12,48,62,82,82,82,-999,21,36,64,77,81,81,-999,-999,30,63,69,78,79,78,2,32,62,74,80,85,86,87,86,-999,-999,-999,19,35,65,74,82,85,87,87,16,36,67,67,84,86,86,85,-999,4,48,59,68,78,85,85,-999,24,49,62,68,80,83,82,12,36,44,50,60,70,75,76,74,75,5,23,39,56,71,77,78,-999,30,49,65,74,77,76,-999,18,33,50,59,77,84,89,90
20,40,21,28,40,51,57,61,62,64,-999,40,55,61,66,34.8,7,40,53,67,68,71,72,-999,2,18,36,49,60,63,63,62,60,58,-999,8,42,53,60,64,67,12,50,56,64,67,60,14,53,60,68,73,75,77,-999,2,25,44,57,69,77,78,-999,14,47,56,73,77,82,82,-999,-999,16,53,62,85,86,86,-999,30,50,65,79,82,84,-999,2,43,55,70,80,81,80,1,55,57,69,80,84,84,86,84,-999,-999,10,23,45,51,67,80,85,86,87,5,30,60,73,82,84,84,88,-999,1,47,62,72,80,89,88,-999,24,52,67,75,86,91,91,9,24,45,61,66,73,79,81,79,79,-999,17,35,54,69,75,78,3,32,49,67,73,74,80,-999,21,41,55,64,80,88,95,98
20,50,1,20,42,48,53,57,59,59,-999,44,55,57,57,53.1,14,43,51,56,61,62,62,-999,-999,14,33,48,56,57,60,57,56,54,-999,5,40,50,55,57,60,8,41,50,56,61,59,15,54,59,63,68,70,67,-999,-999,25,44,57,67,70,70,11,44,54,66,73,76,82,82,-999,-999,26,55,71,85,88,88,-999,12,26,53,76,79,80,-999,5,42,64,75,78,82,81,-999,36,54,75,79,84,85,87,84,-999,-999,-999,18,38,50,74,81,85,86,84,12,36,65,74,80,82,82,85,-999,10,46,55,71,77,86,85,-999,24,52,66,72,83,86,85,8,21,41,46,67,69,76,77,76,76,-999,18,32,60,70,78,78,1,27,54,58,57,57,79,-999,17,31,48,62,80,89,91,95
20,60,1,22,22.5,45,51,54,56,56,-999,40,54,58,59,41.2,3,36,47,57,60,60,63,-999,-999,15,36,46,54,57,58,57,56,55,-999,8,38,50,54,58,61,8,48,53,59,62,63,4,49,56,62,67,70,69,-999,-999,22,37,53,55,60,62,-999,17,28,50,59,61,60,61,-999,-999,14,41,55,65,65,67,-999,6,13,44,64,67,70,-999,1,29,54,65,69,68,68,-999,12,22,56,66,66,66,66,69,-999,-999,-999,16,41,56,72,72,74,74,74,16,40,52,59,62,64,61,85,-999,5,33,52,70,77,85,85,-999,14,39,57,65,81,85,85,-999,20,24,52,60,74,78,81,81,81,-999,21,35,55,71,78,80,-999,35,49,67,78,83,79,-999,11,29,47,57,76,87,90,93
20,70,1,24,36.5,47,51,55,57,57,-999,40,54,59,62,25.4,1,36,47,58,61,65,65,-999,-999,14,36,50,58,60,61,59,59,57,-999,1,35,49,56,60,62,10,41,50,59,59,61,18,52,59,66,72,72,71,-999,4,36,46,58,67,73,74,8,34,50,63,72,74,75,75,-999,-999,11,52,60,75,76,75,-999,15,36,61,73,76,75,-999,12,45,60,65,72,72,71,2,42,56,68,74,75,76,76,75,-999,-999,10,18,34,49,66,74,77,76,76,13,49,54,71,76,77,75,90,-999,6,31,56,71,80,89,90,-999,16,35,59,68,82,88,88,11,24,30,48,51,55,56,85,84,84,-999,16,29,47,67,75,77,-999,20,30,58,71,76,78,-999,11,29,46,56,78,89,94,97
20,80,1,27,38.5,49,53,57,58,58,-999,40,53,56,57,27,1,32,47,53,59,59,59,-999,1,15,39,46,55,55,58,55,55,52,-999,-999,30,45,48,53,58,1,43,49,55,57,63,5,46,52,58,65,65,65,-999,-999,15,34,47,56,63,63,7,19,35,53,61,66,70,68,-999,6,3,34,50,70,70,70,-999,14,22,49,63,67,68,-999,11,32,53,58,66,68,67,12,40,50,63,67,74,74,75,72,-999,-999,5,15,27,35,58,67,72,74,72,7,31,50,61,69,70,69,81,1,7,27,55,68,72,80,81,-999,17,27,56,67,75,87,79,6,19,25,36,53,63,67,69,69,68,-999,19,37,49,65,69,70,-999,20,32,60,65,67,70,-999,10,28,50,58,68,71,70,74
20,90,1,31,38,47,53,57,60,60,-999,45,55,61,63,51.2,5,36,49,60,61,64,64,-999,-999,14,34,48,58,60,60,59,58,57,-999,4,41,52,58,61,65,36,47,52,59,61,63,11,48,57,64,70,70,70,-999,3,30,40,51,59,62,64,1,38,43,54,62,65,68,70,-999,-999,14,37,46,69,69,68,-999,46,48,57,65,68,67,1,43,47,55,60,64,70,72,7,70,70,70,71,74,74,74,71,-999,-999,17,34,42,47,60,67,70,71,68,23,49,56,64,68,79,66,79,22,31.5,41,56,70,74,79,79,2,45,51,62,66,77,80,79,10,22,36,44,44,46,63,63,67,66,10,21,33,49,64,68,68,2,35,44,60,68,70,69,-999,12,35,49,57,71,78,80,81
20,100,1,33,37.5,44,50,55,57,58,-999,34,49,54,54,33.3,5,35,46,58,60,63,63,-999,-999,10,34,42,53,55,57,57,54,52,-999,10,39,50,56,58,61,7,45,51,56,60,61,5,43,54,61,65,66,67,-999,5,33,45,59,67,73,73,1,33,44,58,68,72,76,75,-999,-999,21,50,60,78,78,78,1,50,51,63,74,76,77,-999,15,52,64,69,76,77,76,15,53,61,73,78,83,83,83,81,-999,-999,2,18,39,49,67,75,80,81,78,20,47,60,70,77,78,78,85,12,28.5,45,60,70,78,85,85,14,51,55,64,70,82,84,85,13,26,48,58,61,68,73,74,74,73,9,24,36,53,66,72,74,6,47,54,66,68,76,75,-999,23,46,46,62,77,84,86,88
30,0,-999,18,33,51,57,63,64,65,-999,32,55,61,65,47.5,-999,30,47,58,62,64,67,-999,-999,-999,23,33,51,55,57,59,58,57,-999,-999,28,47,54,60,64,-999,35,47,57,58,62,1,43,55,63,70,72,73,-999,6,30,47,57,66,70,71,-999,16,28,57,66,71,75,75,-999,-999,2,35,56,75,76,78,6,25,40,63,74,79,79,-999,6,37,61,69,76,79,76,2,31,55,72,79,82,82,83,81,-999,-999,-999,20,34,43,68,78,82,83,82,16,45,64,70,80,82,81,79,10,13,39,54,66,70,78,79,9,49,53,62,74,78,80,81,18,28,36,42,50,76,72,72,69,69,13,34,42,56,67,72,72,-999,42,46,58,67,69,69,-999,12,39,48,55,70,78,86,84
30,10,-999,15,38,49,56,63,66,71,-999,52,57,70,74,43.1,-999,41,55,62,73,73,75,-999,1,18,24,51,65,68,68,69,68,67,-999,-999,33,43,62,69,75,-999,47,57,65,67,68,-999,30,59,67,76,78,77,-999,-999,25,36,58,68,75,79,-999,19,30,60,71,76,78,83,-999,-999,5,54,58,81,85,85,-999,13,27,58,75,80,81,-999,2,31,57,70,78,82,80,12,53,60,74,81,88,88,88,89,-999,-999,-999,12,28,38,63,80,85,87,86,5,30,55,70,92,85,75,82,-999,31,32,60,67,77,83,82,-999,18,36,58,66,80,84,84,9,20,30,59,61,68,76,77,76,75,-999,13,27,53,64,71,72,-999,26,44,59,64,73,74,-999,-999,23,44,54,70,80,84,86
30,20,-999,22,39.5,59,64,68,72,75,-999,48,56,69,73,33.7,-999,31,49,61,71,73,77,-999,1,18,34,46,61,64,67,67,65,65,-999,-999,31,50,59,65,72,-999,40,52,63,63,70,1,44,59,70,79,81,81,-999,-999,40,44,56,67,73,76,1,23,45,59,71,75,79,80,-999,-999,11,37,50,75,85,85,-999,11,26,52,71,75,75,-999,3,36,54,65,72,76,75,14,44,56,71,77,83,83,84,83,-999,-999,4,17,34,50,67,76,80,82,81,11,57,64,73,79,81,80,92,-999,14,35,66,80,82,89,92,-999,24,35,62,76,76,90,91,17,26,42,61,71,79,86,88,88,88,-999,14,27,65,77,82,85,-999,27,51,70,80,84,81,-999,10,27,50,65,80,90,94,90
30,30,1,21,41.5,51,61,65,69,70,-999,50,60,70,73,29.9,-999,31,51,66,67,72,73,-999,1,14,33,50,60,62,66,64,64,62,-999,-999,35,53,60,67,71,-999,38,53,62,68,68,2,48,58,68,75,76,79,-999,2,27,48,61,72,76,77,1,21,32,63,73,77,79,81,-999,-999,-999,27,55,80,83,82,-999,16,30,64,67,81,82,-999,9,38,65,73,79,82,82,-999,21,49,73,80,85,86,87,85,-999,-999,11,23,34,43,73,83,87,88,88,6,32,61,74,82,83,84,90,-999,6,31,62,74,83,89,90,-999,21,38,68,75,81,90,90,10,23,34,55,68,76,82,85,85,85,4,20,33,67,75,81,83,-999,26,37,69,79,81,83,-999,8,28,54,65,79,88,92,95
30,40,-999,19,43,49,57,63,67,67,-999,51,60,72,75,30.8,-999,31,51,67,71,75,77,-999,-999,17,34,48,62,65,67,67,67,65,-999,-999,32,51,59,68,72,-999,43,59,66,69,71,16,52,64,74,80,82,84,-999,-999,26,47,61,72,75,74,8,29,48,63,75,79,81,82,-999,-999,20,54,64,85,90,87,-999,22,41,61,76,83,83,-999,-999,41,55,68,76,80,79,-999,27,67,71,79,83,84,85,84,-999,-999,9,24,41,53,69,77,84,85,85,11,44,63,72,80,83,83,90,-999,1,27,58,70,82,88,90,-999,16,36,64,73,84,89,91,7,18,28,49,60,71,79,82,81,80,5,19,41,60,73,79,82,-999,29,48,67,77,80,80,-999,13,32,54,61,78,87,91,95
30,50,12,29,40,52,59,65,67,67,-999,50,61,67,76,39.7,-999,36,50,67,67,73,74,-999,2,18,34,49,62,65,65,69,67,65,-999,1,34,51,60,65,70,-999,43,56,63,69,72,1,45,57,67,73,76,77,-999,1,24,41,62,71,76,81,3,21,32,68,78,82,87,89,-999,-999,13,55,70,88,93,94,-999,16,28,76,83,86,87,-999,1,30,60,73,82,84,83,-999,17,38,70,80,85,86,87,86,-999,-999,8,20,32,42,70,80,84,87,86,10,32,64,74,84,85,85,89,-999,3,39,56,73,82,88,89,-999,15,49,67,74,86,89,89,7,21,40,55,64,74,82,84,83,81,-999,15,30,57,70,78,78,-999,27,52,66,75,81,80,-999,12,28,52,60,80,87,92,94
30,60,1,32,39,44,51,55,57,57,-999,43,55,60,64,28.6,1,37,46,61,62,64,67,-999,-999,15,43,47,57,59,61,60,58,58,-999,-999,31,47,53,61,62,-999,48,56,61,66,64,2,46,55,64,68,70,73,-999,15,45,56,70,81,87,90,17,45,63,74,82,84,92,94,-999,-999,22,68,78,94,96,96,2,27,61,77,88,91,91,-999,40,65,76,86,90,92,92,-999,67,74,84,91,94,94,93,93,-999,-999,12,25,49,70,80,89,93,95,93,26,59,74,85,92,94,93,90,-999,-999,33,59,73,83,89,90,-999,15,36,61,71,84,88,90,14,29,41,52,63,74,82,84,84,83,-999,12,27,51,68,76,78,-999,29,42,62,75,78,80,-999,8,28,48,56,67,90,93,96
30,70,13,31,37,44,52,53,57,57,-999,46,58,63,66,33.9,8,38,50,58,63,63,67,-999,1,15,42,52,61,63,62,62,61,59,-999,8,42,55,57,65,66,8,48,56,63,65,66,5,47,59,67,72,75,76,-999,4,40,52,59,66,69,69,1,16,43,57,70,70,69,70,-999,14,20,54,60,71,72,72,1,17,40,60,71,72,74,-999,5,44,57,62,69,71,71,2,42,54,67,74,76,76,74,71,-999,-999,5,13,30,48,64,72,75,75,73,13,45,62,71,74,75,74,90,-999,-999,33,59,74,81,89,90,-999,20,34,64,69,85,89,90,17,28,36,56,64,74,80,85,84,85,-999,16,30,60,73,79,82,-999,20,33,61,72,78,77,-999,9,32,54,60,80,88,93,97
30,80,0.5,20,34,45,50,52,54,54,-999,41,54,57,59,27.9,4,35,49,57,58,62,63,-999,1,14,39,50,58,58,60,59,58,57,-999,5,39,49,54,57,60,2,47,50,56,59,60,10,49,56,61,65,68,67,-999,3,23,45,55,63,69,71,-999,14,39,56,67,71,74,74,-999,-999,-999,30,55,74,76,74,2,16,32,58,70,71,73,-999,14,46,58,66,70,73,71,29,49,56,70,75,78,80,79,77,-999,-999,4,16,25,37,65,72,77,77,73,13,35,58,69,74,76,75,79,7,7,47,64,75,75,73,79,-999,21,42,62,72,84,88,89,10,21,44,35,47,73,78,83,80,80,-999,15,41,63,73,81,81,-999,15,39,64,74,77,73,-999,12,42,44,65,80,89,88,88
30,90,0.5,15,34.5,48,54,55,55,55,-999,44,53,57,61,47.5,4,37,50,59,59,62,63,-999,-999,7,28,46,55,57,59,57,57,56,-999,4,40,52,56,57,61,5,49,54,59,59,62,8,51,58,61,65,66,67,-999,-999,23,32,50,59,66,65,1,18,36,53,64,67,70,71,-999,-999,-999,32,45,69,72,72,-999,6,22,49,64,66,69,-999,5,30,53,59,66,69,65,4,31,42,62,69,73,74,74,74,-999,-999,5,17,26,40,59,67,73,74,73,26,42,57,66,75,75,73,79,13,30,47,61,74,77,77,79,7,43,58,69,74,75,85,82,14,37,46,55,57,68,74,74,73,69,11,27,39,56,67,72,70,5,42,51,64,72,75,71,-999,20,46,38,62,76,77,76,70
30,100,-999,14,28.5,43,48,48,49,52,-999,33,46,50,50,36.7,-999,35,45,49,51,55,57,-999,-999,7,24,35,48,49,56,51,50,50,-999,6,25,45,48,48,51,-999,38,43,47,50,51,-999,36,47,51,55,57,59,-999,1,22,40,52,63,70,70,-999,11,41,53,65,72,75,74,-999,-999,20,48,55,76,77,79,-999,37,39,54,71,72,72,-999,16,43,56,65,72,75,74,16,48,56,67,74,78,79,82,79,-999,-999,4,17,36,47,64,74,78,81,80,27,50,65,64,80,80,79,77,8,24,36,56,73,75,76,77,10,29,53,64,68,83,82,78,10,21,32,45,54,61,71,74,73,64,8,20,43,57,64,68,68,3,25,50,61,78,79,73,-999,8,29,26,55,70,72,76,76
40,0,8,31,41,48,53,59,59,59,-999,34,49,60,62,37.2,1,30,46,53,62,62,70,-999,5,23,32,42,56,58,59,59,59,57,-999,-999,34,43,54,61,65,-999,41,47,61,64,69,20,52,60,71,78,85,90,-999,15,41,50,62,74,75,76,-999,25,42,60,74,75,79,78,-999,-999,6,47,59,80,80,82,-999,37,37,49,68,75,75,-999,1,35,49,62,73,75,74,9,43,52,70,77,83,85,85,84,-999,-999,-999,17,44,51,64,74,81,83,81,3,39,60,70,79,81,80,88,-999,22,35,68,73,81,85,88,14,37,51,67,73,83,86,88,10,21,38,54,63,82,78,78,77,76,8,18,37,59,72,78,78,7,25,50,68,76,80,79,-999,1,20,42,51,72,82,85,89
40,10,1,35,39,46,51,58,60,60,-999,35,50,58,62,54.1,-999,31,46,54,66,66,68,-999,1,20,34,46,56,60,63,62,58,55,-999,-999,37,47,57,61,66,-999,44,49,57,64,66,8,48,53,67,74,76,55,-999,7,29,46,61,73,80,79,-999,19,31,60,75,81,82,83,-999,-999,2,52,55,84,85,85,-999,20,32,62,76,83,84,-999,5,29,59,74,80,82,83,6,33,61,76,76,78,80,91,91,-999,-999,-999,16,34,43,60,80,85,89,89,2,28,64,75,84,86,88,93,-999,17,34,66,79,87,90,93,-999,26,46,73,80,89,92,92,19,28,40,59,68,76,84,84,83,82,4,22,43,64,76,83,84,2,26,44,69,79,84,83,-999,6,27,56,63,79,88,93,95
40,20,0.5,12,39,50,54,58,61,61,-999,43,53,61,65,55,-999,30,51,62,64,68,69,-999,2,14,31,48,59,61,63,64,62,61,-999,-999,28,48,55,61,65,-999,42,54,61,62,66,2,49,57,66,75,76,78,-999,8,32,43,59,68,76,78,-999,19,39,58,71,75,80,81,-999,-999,-999,45,55,80,83,83,-999,19,42,62,76,81,83,-999,2,46,61,71,77,81,80,6,51,60,74,80,85,87,88,86,-999,-999,12,23,40,53,72,83,86,89,88,7,36,59,72,79,81,81,85,-999,37,35,56,68,79,85,85,-999,23,52,66,74,76,89,90,12,28,35,47,61,72,79,81,80,79,7,20,34,55,73,79,80,-999,21,49,65,76,79,78,-999,5,25,50,57,77,86,89,92
40,30,-999,1,28,44,53,57,60,62,-999,41,55,62,70,38.2,-999,35,48,65,66,70,71,-999,-999,18,32,48,60,63,65,65,63,61,-999,-999,29,49,57,63,68,-999,39,52,62,66,68,12,52,60,68,76,78,78,-999,4,31,42,62,70,79,81,-999,23,43,62,75,81,86,93,-999,-999,14,59,62,84,86,87,-999,13,26,59,76,82,83,-999,-999,36,62,69,77,80,81,-999,35,49,70,77,84,85,88,85,-999,-999,10,22,35,52,70,81,86,88,90,8,33,58,74,83,84,85,85,-999,7,28,54,72,77,85,85,-999,16,47,58,67,83,87,87,16,26,46,60,68,76,82,85,84,84,-999,22,37,58,71,78,80,-999,27,48,65,75,77,77,-999,5,26,53,61,74,85,89,90
40,40,0.5,18,41,49,55,62,63.5,63.5,-999,43,57,67,71,34,-999,34,49,66,70,70,75,-999,-999,20,49,54,68,68,68,69,68,66,-999,1,41,51,60,68,73,-999,49,52,66,71,71,3,53,61,71,80,80,81,-999,7,35,50,62,72,78,80,3,28,37,62,75,79,84,85,-999,-999,10,46,60,85,86,88,-999,9,24,54,74,80,80,-999,-999,35,61,69,76,79,79,-999,39,54,70,77,83,83,84,83,-999,-999,3,24,35,45,69,79,84,86,85,13,35,62,74,83,85,84,89,-999,1,33,60,67,80,89,89,-999,17,33,57,66,81,86,87,-999,16,28,44,56,68,75,77,76,76,6,23,38,59,71,79,80,-999,21,36,63,73,79,78,-999,15,32,50,54,78,86,91,93
40,50,1,17,35,42,49,57,60,63,-999,43,57,61,64,37,4,36,49,66,66,68,70,-999,-999,13,34,45,58,61,63,61,60,59,-999,-999,29,49,57,61,67,5,46,58,64,66,67,-999,44,56,65,70,71,70,-999,1,28,42,59,71,80,83,8,26,41,58,76,78,87,89,-999,-999,21,55,65,88,91,90,-999,20,38,65,80,86,87,-999,10,47,61,71,79,83,81,-999,60,60,71,80,86,88,88,87,-999,-999,9,22,36,56,69,80,85,89,87,23,47,64,76,86,88,89,80,-999,-999,46,51,67,75,80,80,-999,21,48,59,66,78,81,81,8,24,46,52,58,69,77,80,79,78,-999,19,42,54,68,74,75,-999,25,46,61,70,74,73,-999,7,46,43,57,74,82,85,86
40,60,12,34,41,48,53,56,58,59,-999,43,57,60,60,46.8,5,40,49,56,60,60,61,-999,1,11,30,47,54,56,55,53,53,51,-999,3,36,47,51,55,56,4,42,50,52,59,64,12,46,54,58,64,66,65,-999,3,23,35,53,63,69,71,5,18,35,52,65,70,75,75,-999,-999,36,50,60,81,82,80,-999,34,46,61,74,79,80,-999,13,46,60,72,77,77,77,11,55,59,68,75,79,80,80,79,-999,-999,11,25,36,52,67,74,79,81,80,22,43,57,69,77,79,76,88,-999,-999,44,57,73,81,86,88,-999,17,48,63,70,84,87,89,15,25,45,53,62,74,77,82,82,81,-999,23,40,60,74,81,81,-999,28,47,66,76,80,79,-999,13,33,49,60,78,87,92,94
40,70,2,29,44.5,52,54,55,57,60,-999,42,54,57,59,36.5,2,44,50,57,61,68,70,-999,3,15,40,53,65,65,65,65,62,61,-999,16,49,61,68,71,73,5,65,67,67,67,67,31,65,72,73,78,79,71,-999,4,25,36,43,53,52,55,1,6,33,44,41,55,55,55,-999,-999,20,38,48,61,61,61,-999,32,49,52,55,58,59,-999,2,34,59,58,59,60,59,-999,29,45,59,63,66,66,66,65,-999,-999,14,8,27,43,50,57,64,64,65,8,39,50,55,60,60,58,90,-999,-999,35,51,71,79,90,90,-999,18,37,56,64,81,87,88,14,25,33,54,65,74,82,84,84,84,-999,17,35,51,68,77,80,-999,20,36,59,71,78,75,-999,11,27,48,57,78,87,92,95
