offset_x,offset_y,1996-06-23 00:00:00,1996-06-28 00:00:00,1996-07-05 00:00:00,1996-07-12 00:00:00,1996-07-19 00:00:00,1996-07-26 00:00:00,1996-08-02 00:00:00,1996-08-16 00:00:00,1997-06-02 00:00:00,1997-06-08 00:00:00,1997-06-22 00:00:00,1997-07-14 00:00:00,1997-07-25 00:00:00,1997-08-10 00:00:00,1997-08-21 00:00:00,1998-06-04 00:00:00,1998-06-13 00:00:00,1998-06-25 00:00:00,1998-07-09 00:00:00,1998-07-23 00:00:00,1998-08-07 00:00:00,1998-08-14 00:00:00,1998-08-21 00:00:00,1998-08-31 00:00:00,1999-06-02 00:00:00,1999-06-09 00:00:00,1999-06-18 00:00:00,1999-06-25 00:00:00,1999-07-09 00:00:00,1999-07-16 00:00:00,1999-07-30 00:00:00,1999-08-06 00:00:00,1999-08-13 00:00:00,1999-08-20 00:00:00,1999-08-27 00:00:00,1999-09-03 00:00:00,1999-09-08 00:00:00,2000-06-04 00:00:00,2000-06-17 00:00:00,2000-07-01 00:00:00,2000-07-15 00:00:00,2000-07-28 00:00:00,2000-08-11 00:00:00,2000-08-28 00:00:00,2001-06-09 00:00:00,2001-06-25 00:00:00,2001-07-11 00:00:00,2001-07-25 00:00:00,2001-08-09 00:00:00,2001-08-22 00:00:00,2002-06-01 00:00:00,2002-06-15 00:00:00,2002-06-25 00:00:00,2002-07-08 00:00:00,2002-07-17 00:00:00,2002-07-31 00:00:00,2002-08-13 00:00:00,2002-08-21 00:00:00,2002-08-30 00:00:00,2003-06-04 00:00:00,2003-06-11 00:00:00,2003-06-18 00:00:00,2003-06-26 00:00:00,2003-07-03 00:00:00,2003-07-16 00:00:00,2003-07-30 00:00:00,2003-08-13 00:00:00,2003-08-30 00:00:00,2004-06-03 00:00:00,2004-06-11 00:00:00,2004-06-19 00:00:00,2004-06-26 00:00:00,2004-07-10 00:00:00,2004-07-24 00:00:00,2004-08-05 00:00:00,2004-08-19 00:00:00,2004-08-29 00:00:00,2005-05-20 00:00:00,2005-05-27 00:00:00,2005-06-06 00:00:00,2005-06-16 00:00:00,2005-06-25 00:00:00,2005-07-10 00:00:00,2005-08-03 00:00:00,2005-08-16 00:00:00,2005-08-28 00:00:00,2006-05-31 00:00:00,2006-06-06 00:00:00,2006-06-14 00:00:00,2006-06-26 00:00:00,2006-07-10 00:00:00,2006-07-25 00:00:00,2006-08-09 00:00:00,2006-08-22 00:00:00,2006-08-28 00:00:00,2007-05-26 00:00:00,2007-06-03 00:00:00,2007-06-12 00:00:00,2007-06-27 00:00:00,2007-07-10 00:00:00,2007-07-24 00:00:00,2007-08-08 00:00:00,2007-08-21 00:00:00,2007-09-05 00:00:00,2008-06-01 00:00:00,2008-06-12 00:00:00,2008-06-18 00:00:00,2008-06-25 00:00:00,2008-07-02 00:00:00,2008-07-10 00:00:00,2008-07-21 00:00:00,2008-07-30 00:00:00,2008-08-10 00:00:00,2008-08-21 00:00:00,2008-08-27 00:00:00,2008-09-01 00:00:00,2009-05-14 00:00:00,2009-05-17 00:00:00,2009-05-24 00:00:00,2009-06-01 00:00:00,2009-06-09 00:00:00,2009-06-19 00:00:00,2009-06-30 00:00:00,2009-07-14 00:00:00,2009-07-28 00:00:00,2009-08-09 00:00:00,2009-08-23 00:00:00,2009-09-01 00:00:00,2010-05-09 00:00:00,2010-05-14 00:00:00,2010-05-22 00:00:00,2010-05-31 00:00:00,2010-06-22 00:00:00,2010-06-30 00:00:00,2010-07-12 00:00:00,2010-07-26 00:00:00,2010-08-09 00:00:00,2010-08-23 00:00:00,2010-09-04 00:00:00,2011-05-01 00:00:00,2011-05-06 00:00:00,2011-05-10 00:00:00,2011-05-14 00:00:00,2011-05-21 00:00:00,2011-05-28 00:00:00,2011-05-31 00:00:00,2011-06-07 00:00:00,2011-06-14 00:00:00,2011-06-23 00:00:00,2011-07-05 00:00:00,2011-07-19 00:00:00,2011-08-02 00:00:00,2011-08-16 00:00:00,2011-08-30 00:00:00,2011-09-13 00:00:00,2012-06-02 00:00:00,2012-06-05 00:00:00,2012-06-13 00:00:00,2012-06-18 00:00:00,2012-06-26 00:00:00,2012-07-03 00:00:00,2012-07-10 00:00:00,2012-07-17 00:00:00,2012-07-23 00:00:00,2012-07-31 00:00:00,2012-08-07 00:00:00,2012-08-21 00:00:00,2012-09-08 00:00:00,2013-05-11 00:00:00,2013-05-15 00:00:00,2013-06-02 00:00:00,2013-06-09 00:00:00,2013-06-16 00:00:00,2013-06-22 00:00:00,2013-07-06 00:00:00,2013-07-20 00:00:00,2013-08-03 00:00:00,2013-08-17 00:00:00,2013-09-01 00:00:00,2013-09-09 00:00:00,2014-06-08 00:00:00,2014-06-16 00:00:00,2014-06-24 00:00:00,2014-06-30 00:00:00,2014-07-07 00:00:00,2014-07-21 00:00:00,2014-08-04 00:00:00,2014-08-18 00:00:00,2014-09-01 00:00:00,2015-06-15 00:00:00,2015-06-22 00:00:00,2015-06-29 00:00:00,2015-07-06 00:00:00,2015-07-13 00:00:00,2015-07-27 00:00:00,2015-08-10 00:00:00,2015-08-24 00:00:00,2015-08-31 00:00:00,2016-05-16 00:00:00,2016-05-23 00:00:00,2016-05-30 00:00:00,2016-06-06 00:00:00,2016-06-13 00:00:00,2016-06-20 00:00:00,2016-06-27 00:00:00,2016-07-04 00:00:00,2016-07-11 00:00:00,2016-07-25 00:00:00,2016-08-08 00:00:00,2016-08-22 00:00:00,2016-08-31 00:00:00
0,100,31,41,47,50,50,52,54,54,-999,-999,10,39,46,51,53,-999,-999,9,30,43,53,54,54,57,-999,-999,-999,-999,18,22,44,47,51,51,51,50,49,1,21,41,50,50,52,53,16,27,49,54,54,55,-999,-999,19,36,48,54,56,57,58,-999,-999,-999,-999,7,35,48,51,58,-999,-999,-999,10,45,55,57,60,63,-999,-999,-999,5,14,39,63,64,65,-999,-999,-999,-999,-999,-999,44,55,58,-999,-999,9,47,49,55,58,63,61,-999,-999,-999,-999,-999,-999,7,23,54,53,54,56,-999,-999,9,18,25,42,51,56,62,67,70,70,-999,-999,-999,-999,1,20,35,50,64,66,65,-999,-999,1,2,10,27,35,44,55,64,73,80,83,90,88,85,-999,-999,-999,-999,25,71,64,74,76,81,84,87,87,-999,-999,9,25,46,56,60,66,73,75,75,76,-999,-999,-999,-999,-999,33,61,64,65,-999,-999,-999,-999,-999,-999,12,37,41,-999,-999,-999,-999,-999,-999,-999,16,37,56,65,69,69
0,110,43,47,48,53,54,55,56,56,-999,-999,7,40,48,50,52,-999,-999,11,30,49,52,53,59,59,-999,-999,-999,1,22,27,46,48,51,53,53,53,51,3,17,42,50,51,51,53,15,25,47,52,52,55,-999,1,21,35,50,53,55,60,58,-999,-999,-999,-999,14,32,49,56,59,-999,-999,1,17,47,53,56,63,63,-999,-999,-999,-999,25,48,63,65,68,-999,-999,-999,-999,4,41,57,63,66,-999,-999,-999,22,50,54,59,63,61,-999,-999,-999,-999,-999,25,52,56,63,63,64,65,-999,-999,-999,13,22,31,46,58,65,68,71,68,-999,-999,-999,-999,8,26,44,54,62,64,65,-999,-999,1,15,19,23,26,36,49,60,72,77,82,86,85,82,-999,-999,-999,-999,47,57,69,77,81,84,87,90,89,-999,4,21,33,44,54,61,65,72,72,71,72,-999,-999,-999,14,28,49,65,70,72,-999,-999,-999,-999,-999,-999,33,45,57,-999,-999,-999,-999,-999,-999,23,39,58,64,70,73,72
0,120,36,42,49,52,53,54,55,55,-999,-999,7,41,48,49,55,-999,-999,16,34,48,54,56,56,58,-999,-999,-999,1,18,23,42,49,51,55,52,52,51,3,21,46,52,52,57,57,9,27,48,55,55,58,-999,2,20,37,51,55,58,60,58,-999,-999,2,19,27,46,55,58,61,-999,-999,2,15,36,51,57,61,64,-999,-999,-999,1,24,46,65,68,72,-999,-999,-999,-999,3,33,56,63,66,-999,-999,11,46,55,57,68,70,69,-999,-999,-999,-999,16,34,59,66,71,70,71,71,-999,1,5,16,30,40,57,67,73,74,77,76,-999,-999,-999,-999,32,42,59,65,72,74,75,-999,2,12,23,28,36,42,47,54,71,81,88,93,100,99,95,-999,-999,40,52,63,75,84,89,93,95,98,101,101,-999,-999,30,32,47,52,53,57,62,62,61,62,-999,16,30,37,41,43,60,58,63,-999,-999,-999,52,53,52,54,54,54,-999,-999,-999,-999,-999,18,28,35,50,50,55,54,56
0,130,28,35,44,48,48,50,51,51,-999,-999,1,37,47,46,50,-999,-999,12,33,45,52,52,52,53,-999,-999,-999,-999,18,19,37,41,46,49,47,47,46,4,15,30,38,45,47,47,6,16,42,48,49,51,-999,4,16,27,41,48,52,52,52,-999,1,11,20,33,50,53,59,62,-999,-999,7,15,42,51,55,60,60,-999,-999,5,7,31,50,65,65,66,-999,-999,-999,-999,20,44,60,64,66,1,12,18,47,55,61,64,65,65,-999,-999,-999,-999,-999,19,35,54,64,63,64,63,-999,1,5,16,26,36,52,61,66,67,71,67,-999,-999,-999,8,35,58,60,65,67,69,70
0,140,20,25,31,40,43,44,46,46,-999,-999,18,32,40,41,45,-999,-999,11,35,36,40,45,45,45,-999,-999,-999,6,18,23,34,38,40,44,44,44,42,5,14,24,36,38,39,41,-999,13,31,36,41,43,-999,2,18,34,51,44,45,48,47,7,9,16,23,34,45,49,53,56,-999,8,15,20,46,51,59,60,57,-999,3,11,20,29,49,60,62,64,-999,-999,-999,4,11,45,58,62,67,1,8,15,36,49,52,55,56,55,-999,-999,-999,10,14,26,47,56,60,59,62,58,-999,-999,5,13,23,30,52,51,55,57,59,54,-999,-999,-999,5,34,52,51,57,60,59,60
0,150,25,28,32,38,43,44,46,46,-999,5,21,31,40,40,48,-999,-999,14,20,36,45,45,49,49,-999,-999,4,13,29,33,38,39,45,46,47,47,45,4,15,29,38,42,44,44,-999,16,39,46,47,47,-999,8,19,28,38,46,46,49,54,3,9,18,26,33,46,51,55,55,8,19,21,30,48,57,57,59,59,-999,-999,11,24,32,45,60,60,60,-999,-999,-999,3,27,57,63,64,69,3,10,14,43,53,52,61,62,57,-999,7,8,30,30,53,54,67,67,62,60,60,-999,-999,2,10,17,23,35,45,54,60,61,56,-999,-999,-999,3,34,46,52,55,59,60,60
10,0,34,41,50,57,60,60,61,61,-999,-999,-999,33,45,52,54,-999,-999,-999,31,42,51,54,59,62,-999,-999,-999,-999,1,16,34,44,51,53,53,55,54,3,27,44,51,51,53,56,-999,24,50,56,61,58,-999,-999,-999,24,34,52,57,65,62,-999,27,43,54,64,73,82,85,86,60,62,65,72,79,82,82,85,86,36,42,52,70,71,72,85,85,84,-999,48,53,63,79,86,90,95,94,20,33,50,62,79,83,84,85,82,-999,53,66,73,77,82,86,91,94,94,95,94,-999,19,27,36,41,53,65,82,86,88,89,88,-999,-999,-999,28,68,74,81,85,92,92,91,-999,-999,-999,-999,-999,1,12,16,20,27,42,51,55,60,64,61,-999,-999,-999,5,17,22,44,57,58,62,67,69,70,-999,-999,21,36,44,56,56,60,68,68,68,69,27,43,49,53,55,60,68,72,72,-999,40,53,59,63,69,70,70,70,-999,-999,-999,16,36,50,55,57,60,70,73,72,71
10,10,34,40,50,52,58,59,60,60,-999,-999,-999,33,48,53,56,-999,-999,-999,27,33,50,54,55,58,-999,-999,-999,-999,-999,12,26,32,47,47,47,49,46,-999,19,40,47,48,52,55,-999,18,49,53,56,59,-999,-999,-999,20,30,48,55,56,55,24,45,47,57,58,63,66,70,70,45,47,58,58,62,64,65,68,68,24,32,42,52,55,65,66,66,66,30,41,47,55,60,66,68,70,71,19,37,40,49,55,59,70,70,70,7,52,56,58,60,64,67,68,71,71,69,68,-999,15,21,33,37,43,55,61,64,68,68,65,-999,6,15,26,56,61,63,64,69,69,69,-999,-999,-999,-999,-999,-999,8,14,24,30,44,54,61,60,62,-999,-999,-999,-999,-999,11,17,27,49,53,56,61,62,63,-999,6,20,35,42,51,57,63,67,68,67,67,29,47,53,55,57,61,68,69,70,-999,39,50,57,60,66,68,68,70,-999,-999,-999,24,45,50,53,56,57,70,74,74,76
10,20,38,44,49,54,56,58,59,59,-999,-999,-999,32,47,56,58,-999,-999,-999,20,30,49,53,57,59,-999,-999,-999,-999,-999,6,27,31,42,45,47,45,44,4,22,40,46,47,51,53,-999,22,36,51,53,57,-999,-999,-999,23,32,49,55,56,57,-999,-999,-999,-999,9,34,55,59,62,-999,-999,-999,-999,29,48,54,60,62,-999,-999,-999,1,22,53,63,67,66,-999,-999,-999,-999,-999,24,54,61,66,-999,-999,11,50,54,60,65,71,71,-999,-999,-999,-999,-999,17,54,66,70,67,67,69,-999,-999,3,16,17,39,56,65,68,74,77,73,-999,-999,-999,-999,9,37,47,62,69,70,69,-999,-999,-999,-999,-999,-999,15,21,29,37,52,55,63,66,64,-999,-999,-999,-999,-999,-999,10,24,36,50,52,59,62,64,-999,3,25,33,42,54,57,65,71,71,70,66,18,37,46,54,56,61,67,68,74,-999,37,55,57,61,70,73,70,76,-999,-999,-999,18,35,52,60,64,67,71,78,77,81
10,30,37,43,48,57,59,60,60,60,-999,-999,21,40,47,56,58,-999,-999,1,21,40,47,54,60,62,-999,-999,-999,-999,-999,16,29,35,43,48,49,48,48,3,24,43,47,49,53,55,13,27,48,50,60,57,-999,-999,1,25,34,50,56,61,63,-999,-999,6,49,45,50,54,59,60,-999,24,38,48,56,56,58,61,62,-999,-999,25,46,48,53,64,64,64,-999,-999,-999,-999,49,57,62,65,70,-999,-999,21,50,60,64,61,64,63,-999,-999,-999,25,44,54,60,64,65,64,62,62,-999,3,15,24,39,49,52,60,65,67,68,65,-999,-999,-999,-999,54,58,55,57,61,65,63,-999,-999,-999,-999,-999,-999,11,17,26,44,56,60,72,72,74,-999,-999,-999,-999,-999,-999,-999,6,24,38,58,74,69,71,-999,10,27,40,50,58,69,75,81,83,82,81,17,34,42,55,61,69,76,81,81,25,37,58,65,69,75,81,83,80,8,22,28,41,56,62,66,70,73,83,90,91,94
10,40,36,40,46,52,52,55,56,56,-999,-999,8,31,43,52,55,-999,-999,-999,25,31,54,56,57,68,-999,-999,-999,-999,-999,12,26,30,40,45,46,46,45,3,20,40,44,45,47,49,14,24,48,52,53,56,-999,-999,7,24,32,48,54,56,59,-999,41,47,53,60,63,65,69,72,36,52,55,65,71,71,73,73,74,14,31,48,55,59,60,69,70,70,-999,-999,-999,-999,57,64,70,72,73,-999,-999,-999,56,64,65,71,72,70,-999,-999,8,64,64,67,69,71,74,74,74,73,-999,-999,29,40,51,62,67,69,75,76,76,76,-999,-999,-999,-999,47,62,70,74,75,75,75,-999,-999,-999,-999,-999,-999,-999,13,21,35,54,65,73,77,77,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,22,61,64,69,-999,-999,26,36,40,47,57,67,73,75,75,73,-999,32,54,46,53,62,71,74,75,-999,38,49,60,62,70,74,75,75,-999,-999,11,21,43,49,57,62,65,74,80,84,88
10,50,35,44,48,52,55,57,60,60,-999,-999,7,33,44,53,55,-999,-999,1,26,32,53,53,55,56,-999,-999,-999,-999,-999,11,26,30,42,45,46,45,45,3,18,41,45,46,49,52,13,22,46,54,55,57,-999,-999,8,22,30,47,54,63,57,-999,-999,-999,7,30,36,51,54,62,-999,2,16,32,50,56,56,60,60,-999,-999,3,27,33,51,53,57,61,-999,-999,-999,-999,40,49,55,61,61,-999,-999,-999,43,48,54,61,61,60,-999,-999,-999,-999,32,36,47,54,58,59,58,58,-999,-999,7,17,56,57,58,59,63,64,65,67,-999,-999,-999,-999,36,44,47,54,64,65,61,-999,-999,-999,-999,-999,-999,-999,-999,4,35,55,67,79,85,84,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,50,55,-999,14,35,39,62,75,79,71,89,90,90,88,22,47,34,61,71,78,86,90,91,-999,52,-999,75,79,86,90,90,91,-999,-999,40,45,64,70,76,80,83,90,96,100,101
10,60,38,45,49,53,53,54,56,56,-999,-999,-999,33,44,55,54,-999,-999,-999,25,32,50,51,56,56,-999,-999,-999,-999,4,10,23,29,44,45,45,47,43,4,18,40,43,46,49,51,15,22,44,55,58,58,-999,-999,2,22,27,46,53,56,57,28,58,58,58,58,60,66,67,66,61,63,63,63,64,66,66,67,68,30,34,42,44,46,57,65,66,66,10,20,54,60,61,67,68,71,71,22,38,48,56,64,65,68,68,66,-999,7,47,63,66,69,72,73,74,74,71,73,-999,1,20,31,69,70,70,69,72,72,73,73,-999,-999,-999,30,66,67,72,72,73,73,73,-999,-999,-999,-999,-999,-999,-999,-999,14,40,82,99,106,113,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,71,82,-999,-999,16,28,38,47,50,57,61,63,61,60,-999,25,34,47,51,56,64,66,67,-999,24,43,53,56,68,65,67,68,-999,-999,-999,14,36,42,47,51,55,66,71,71,75
10,70,41,41,44,46,52,53,53,53,-999,-999,-999,35,50,51,51,-999,-999,-999,25,32,55,55,57,59,-999,-999,-999,-999,3,13,31,38,46,50,52,50,50,5,24,43,49,49,50,52,16,27,48,51,56,56,-999,-999,8,23,33,47,53,53,55,-999,-999,-999,-999,11,50,55,60,58,-999,-999,-999,-999,50,55,55,58,57,-999,-999,-999,19,38,50,55,59,64,-999,-999,-999,-999,-999,44,50,56,62,-999,-999,5,51,58,63,61,62,61,-999,-999,-999,-999,9,44,63,63,63,66,68,69,-999,-999,-999,11,26,51,57,61,68,69,75,75,-999,-999,-999,-999,14,55,52,56,60,64,64,-999,-999,-999,-999,-999,-999,-999,2,32,72,79,82,89,95,99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,62,76,82,-999,10,19,31,40,48,55,58,66,67,66,67,-999,27,30,44,50,58,63,64,66,-999,26,32,54,56,-999,66,67,67,-999,-999,-999,17,28,45,50,55,57,68,75,74,79
10,80,39,50,51,54,56,59,60,60,-999,-999,1,32,45,55,58,-999,-999,-999,20,34,53,53,53,56,-999,-999,-999,-999,3,11,27,35,44,46,46,46,44,3,20,42,46,47,50,52,9,25,47,52,56,58,-999,-999,8,24,36,50,56,60,59,-999,-999,-999,-999,-999,30,54,57,59,-999,-999,-999,-999,47,55,57,61,62,-999,-999,-999,-999,-999,58,63,64,64,-999,-999,-999,-999,-999,-999,47,55,56,-999,-999,-999,45,54,59,61,66,63,-999,-999,-999,-999,-999,-999,36,60,66,64,64,64,-999,-999,-999,-999,15,38,52,59,66,67,71,72,-999,-999,-999,-999,-999,39,56,64,67,69,70,-999,-999,-999,-999,-999,5,20,37,54,67,78,85,90,92,94,94,-999,-999,-999,-999,-999,-999,-999,48,64,75,81,85,88,-999,-999,18,33,40,47,54,61,66,66,65,66,-999,20,36,40,45,51,58,62,62,-999,-999,41,43,46,56,58,60,58,-999,-999,-999,1,18,40,44,48,52,61,70,70,71
10,90,45,49,51,55,55,60,60,61,-999,-999,-999,20,40,48,58,-999,-999,-999,25,42,55,56,56,60,-999,-999,-999,-999,4,14,35,45,46,48,49,50,49,3,20,42,47,48,53,57,12,35,52,57,60,61,-999,-999,9,28,46,54,59,67,81,-999,-999,-999,-999,-999,-999,35,53,58,-999,-999,-999,-999,-999,38,54,60,63,-999,-999,-999,-999,-999,10,60,65,66,-999,-999,-999,-999,-999,-999,7,44,55,-999,-999,-999,26,47,59,66,74,73,-999,-999,-999,-999,-999,-999,-999,17,62,62,63,66,-999,-999,-999,-999,-999,25,50,64,75,78,81,79,-999,-999,-999,-999,-999,-999,18,53,65,72,74,-999,-999,-999,-999,-999,11,15,52,50,53,56,60,65,70,71,91,-999,-999,-999,-999,-999,25,42,59,66,68,68,69,74,-999,-999,26,42,46,51,52,59,64,66,65,65,-999,16,35,39,45,53,63,66,71,-999,8,24,50,55,62,65,64,63,-999,-999,-999,6,46,46,50,54,56,65,68,69,73
10,100,37,45,50,51,52,54,55,55,-999,-999,-999,27,34,48,48,-999,-999,-999,20,34,47,48,48,51,-999,-999,-999,-999,1,14,28,35,41,46,45,44,44,2,18,37,44,44,48,50,13,24,47,53,55,54,-999,-999,7,27,36,49,55,58,57,-999,-999,-999,-999,-999,30,48,55,63,-999,-999,-999,10,32,56,60,65,68,-999,-999,-999,-999,15,37,65,69,71,-999,-999,-999,-999,-999,-999,33,60,62,-999,-999,14,41,53,57,65,68,69,-999,-999,-999,-999,-999,-999,7,31,54,60,60,60,-999,-999,16,22,30,39,54,61,68,70,71,74,-999,-999,-999,-999,10,26,36,55,67,73,71,-999,-999,-999,10,9,20,30,37,43,56,65,72,76,80,80,-999,-999,-999,-999,-999,33,46,58,70,72,76,79,82,82,-999,-999,36,40,45,51,54,59,66,66,65,65,-999,23,33,46,49,53,65,67,66,-999,-999,17,48,51,58,63,63,63,-999,-999,-999,11,34,37,42,55,58,67,75,73,72
10,110,32,43,46,50,51,52,54,54,-999,-999,1,29,30,47,50,-999,-999,-999,15,30,50,51,52,55,-999,-999,-999,-999,3,15,27,30,38,40,43,42,42,2,20,39,43,45,47,50,15,23,47,52,54,53,-999,-999,4,23,33,47,53,56,58,-999,-999,-999,-999,12,32,47,52,53,-999,3,5,15,46,51,54,60,60,-999,-999,-999,17,23,46,60,63,64,-999,-999,-999,-999,-999,27,51,60,65,-999,-999,12,44,54,55,62,62,62,-999,-999,-999,-999,-999,-999,24,44,60,59,63,63,-999,3,12,16,26,43,51,57,64,66,70,65,-999,-999,-999,-999,20,29,45,55,62,65,65,-999,-999,6,15,15,27,32,38,45,55,64,72,76,81,80,-999,-999,-999,-999,29,50,57,65,72,76,78,83,84,84,-999,14,33,43,51,56,56,63,65,66,66,65,-999,18,15,46,49,54,61,64,65,-999,-999,-999,53,53,59,61,60,61,-999,-999,-999,21,39,47,52,55,57,64,74,71,75
10,120,39,41,46,52,52,56,56,56,-999,-999,-999,24,42,49,50,-999,-999,1,17,42,54,57,57,59,-999,-999,-999,-999,6,9,24,29,41,51,48,47,47,7,22,40,49,50,53,57,9,17,45,53,56,61,-999,-999,5,20,30,48,55,57,60,-999,-999,2,11,20,29,43,48,49,-999,-999,3,13,32,44,49,50,50,-999,-999,1,3,24,43,56,61,60,-999,-999,-999,-999,5,29,50,56,58,-999,2,6,33,44,49,51,55,55,-999,-999,-999,-999,9,24,46,54,60,58,59,58,-999,-999,-999,7,16,31,39,53,57,62,63,62,-999,-999,-999,-999,31,32,49,57,62,63,64,-999,-999,8,13,13,25,32,41,58,71,78,85,88,91,90,78,-999,-999,21,54,63,74,78,86,89,92,95,98,98,-999,-999,19,41,48,58,61,68,71,71,71,72,-999,-999,-999,45,45,51,61,63,65,-999,-999,-999,-999,17,54,54,60,57,-999,-999,-999,-999,5,37,42,47,51,61,67,67,72
10,130,30,44,49,55,55,58,59,59,-999,-999,4,34,46,46,53,-999,-999,6,30,43,53,53,54,55,-999,-999,-999,-999,17,24,35,41,45,49,48,47,46,7,18,41,48,49,51,55,1,18,44,50,52,53,-999,-999,19,31,43,51,55,55,54,-999,4,10,18,27,48,52,55,58,-999,-999,6,18,34,49,54,59,56,-999,-999,10,15,28,49,60,60,60,-999,-999,-999,-999,16,38,56,64,67,1,11,20,50,55,61,64,64,62,-999,-999,-999,-999,4,19,38,52,60,60,63,61,-999,1,10,18,26,36,46,59,64,66,67,66,-999,-999,1,15,23,40,55,60,63,63,62
10,140,23,35,42,47,50,50,50,50,-999,-999,1,22,39,42,48,-999,-999,7,25,35,51,52,53,56,-999,-999,-999,-999,15,19,25,30,39,42,44,43,41,4,16,29,40,40,44,47,2,15,36,43,50,54,-999,-999,19,25,35,47,49,55,57,5,8,15,24,34,48,47,52,52,-999,5,13,19,42,46,54,55,53,-999,4,10,22,33,49,56,59,60,-999,-999,-999,3,25,48,59,61,64,1,7,13,34,44,48,54,56,53,-999,-999,-999,6,16,30,47,56,60,57,59,55,-999,2,3,10,19,26,30,53,54,56,56,55,-999,-999,1,4,41,49,50,53,55,56,56
10,150,23,33,43,45,47,49,50,50,-999,-999,14,39,43,47,47,-999,-999,5,30,37,45,47,50,51,-999,-999,-999,1,15,27,37,38,42,45,44,44,43,3,15,30,37,41,41,42,2,18,39,42,42,46,-999,2,18,32,41,46,50,52,53,7,10,17,25,34,47,50,54,56,5,11,19,27,44,55,57,58,59,-999,1,12,24,31,45,60,60,60,-999,-999,-999,10,28,53,58,62,65,1,8,15,34,48,56,57,56,54,-999,16,24,30,37,48,54,61,63,60,59,60,-999,2,6,12,20,28,35,48,54,57,59,58,-999,-999,-999,3,40,50,52,55,61,61,60
20,0,22,22,23,55,56,60,60,62,-999,-999,-999,25,44,48,53,-999,-999,-999,14,37,51,57,57,57,-999,-999,-999,-999,-999,-999,26,30,44,45,48,48,48,18,19,44,49,51,55,58,-999,16,46,55,59,58,-999,-999,-999,10,26,43,56,58,58,18,35,61,62,66,71,78,82,86,46,56,57,72,77,79,80,83,83,24,32,41,60,66,71,81,82,82,-999,5,23,64,75,82,87,88,88,-999,9,37,57,72,76,78,80,80,-999,55,67,72,76,78,83,87,88,89,89,89,-999,11,25,34,41,51,57,75,81,85,86,86,-999,-999,-999,19,64,73,75,81,85,86,86,-999,-999,-999,-999,-999,2,14,14,26,34,44,55,58,65,64,63,-999,-999,-999,7,26,30,42,60,61,61,64,69,70,-999,-999,-999,9,29,44,51,63,67,84,87,96,-999,-999,-999,-999,-999,40,56,62,64,-999,-999,-999,-999,-999,-999,22,41,44,-999,-999,-999,-999,-999,-999,-999,16,35,51,58,60,62
20,10,28,37,43,50,53,56,56,56,-999,-999,-999,23,36,49,51,-999,-999,-999,22,30,47,52,52,56,-999,-999,-999,-999,-999,-999,23,25,35,38,40,41,40,3,16,42,46,50,51,55,-999,17,44,51,54,50,-999,-999,-999,10,23,46,56,57,57,23,35,48,57,58,63,67,71,72,33,42,52,60,64,67,67,71,70,26,32,33,55,57,60,69,70,70,18,31,47,60,67,69,74,75,84,22,37,42,62,64,65,68,70,69,18,57,57,64,68,71,75,76,78,77,76,77,-999,16,18,28,38,48,61,69,74,76,80,80,-999,-999,2,19,65,66,65,66,70,73,70,-999,-999,-999,-999,-999,5,14,14,20,29,43,52,55,63,60,-999,-999,-999,-999,-999,13,20,33,54,55,56,59,61,64,-999,-999,15,26,44,50,58,62,63,71,70,72,-999,-999,-999,11,23,40,61,66,70,-999,-999,-999,-999,-999,-999,22,39,40,-999,-999,-999,-999,-999,-999,12,30,39,60,69,70,73
20,20,40,46,49,53,58,60,61,61,-999,-999,-999,22,38,49,56,-999,-999,-999,9,28,48,52,54,56,-999,-999,-999,-999,-999,-999,18,22,31,34,45,42,42,-999,19,40,47,49,51,53,-999,19,46,52,55,58,-999,-999,-999,15,24,46,55,56,56,-999,-999,10,36,43,45,50,52,55,-999,-999,4,32,45,47,47,54,53,-999,-999,1,36,40,45,56,58,65,-999,-999,-999,-999,42,57,61,74,80,-999,26,38,50,53,60,60,65,65,-999,-999,-999,-999,34,51,58,64,66,68,73,76,-999,8,21,27,41,49,57,60,70,77,81,86,-999,-999,-999,15,45,52,54,55,61,64,60,-999,-999,-999,-999,-999,2,12,16,20,29,43,52,61,60,61,-999,-999,-999,-999,-999,14,20,29,48,56,57,64,66,66,-999,-999,19,35,40,44,46,53,63,62,64,64,-999,4,29,34,35,40,57,59,60,-999,-999,-999,-999,8,42,60,64,54,-999,-999,-999,-999,-999,18,38,48,50,67,75,76,77
