Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),
12/6/2010,2010,12,6,,-13.7,,-17.3,,-15.5,,33.5,,0,,,M,,M,,M,,,25,,85,
12/7/2010,2010,12,7,,-17.2,,-23.3,,-20.3,,38.3,,0,,,M,,M,,M,,,4,,70,
12/8/2010,2010,12,8,,-19.5,,-23.5,,-21.5,,39.5,,0,,,M,,M,,M,,,4,,69,
12/9/2010,2010,12,9,,-19,,-21.2,,-20.1,,38.1,,0,,,M,,M,,M,,,4,,41,
12/10/2010,2010,12,10,,-16.9,,-21.2,,-19.1,,37.1,,0,,,M,,M,,M,,,23,,93,
12/11/2010,2010,12,11,,-16.5,,-21.2,,-18.9,,36.9,,0,,,M,,M,,M,,,24,,78,
12/12/2010,2010,12,12,,-14.2,,-18.9,,-16.6,,34.6,,0,,,M,,M,,M,,,9,,50,
12/13/2010,2010,12,13,,-16.7,,-21.7,,-19.2,,37.2,,0,,,M,,M,,M,,,24,,95,
12/14/2010,2010,12,14,,-16.7,,-22.6,,-19.7,,37.7,,0,,,M,,M,,M,,,24,,91,
12/15/2010,2010,12,15,,-9,,-20,,-14.5,,32.5,,0,,,M,,M,,M,,,10,,63,
12/16/2010,2010,12,16,,-8.3,,-10.6,,-9.5,,27.5,,0,,,M,,M,,M,,,,,<31,
12/17/2010,2010,12,17,,-10.1,,-11.4,,-10.8,,28.8,,0,,,M,,M,,M,,,36,,43,
12/18/2010,2010,12,18,,-9.9,,-12.3,,-11.1,,29.1,,0,,,M,,M,,M,,,2,E,37,
12/19/2010,2010,12,19,,-6,,-12.5,,-9.3,,27.3,,0,,,M,,M,,M,,,33,E,52,
12/20/2010,2010,12,20,,-6.4,,-11.9,,-9.2,,27.2,,0,,,M,,M,,M,,,,,<31,
12/21/2010,2010,12,21,,-6.1,,-10.4,,-8.3,,26.3,,0,,,M,,M,,M,,,,,<31,
12/22/2010,2010,12,22,,-7.9,,-14.4,,-11.2,,29.2,,0,,,M,,M,,M,,,2,,82,
12/23/2010,2010,12,23,,-10.3,,-14.2,,-12.3,,30.3,,0,,,M,,M,,M,,,2,,87,
12/24/2010,2010,12,24,,-10.6,,-14.9,,-12.8,,30.8,,0,,,M,,M,,M,,,,,<31,
12/25/2010,2010,12,25,,-10.1,,-14.9,,-12.5,,30.5,,0,,,M,,M,,M,,,,,<31,
12/26/2010,2010,12,26,,-9.8,,-11.5,,-10.7,,28.7,,0,,,M,,M,,M,,,,,<31,
12/27/2010,2010,12,27,,-9.2,,-13,,-11.1,,29.1,,0,,,M,,M,,M,,,25,,98,
12/28/2010,2010,12,28,,-9.8,,-15.2,,-12.5,,30.5,,0,,,M,,M,,M,,,25,,85,
12/29/2010,2010,12,29,,-13.2,,-16.8,,-15,,33,,0,,,M,,M,,M,,,25,,44,
12/30/2010,2010,12,30,,-16.3,,-18.4,,-17.4,,35.4,,0,,,M,,M,,M,,,12,,39,
12/31/2010,2010,12,31,,-14.8,,-18.1,,-16.5,,34.5,,0,,,M,,M,,M,,,5,,37,
1/1/2011,2011,1,1,,-11.2,,-15.3,,-13.3,,31.3,,0,,,M,,M,,M,,,21,,85,
1/2/2011,2011,1,2,,-11.6,,-16,,-13.8,,31.8,,0,,,M,,M,,M,,,22,,80,
1/3/2011,2011,1,3,,1.2,,-13.1,,-6,,24,,0,,,M,,M,,M,,,,,<31,
1/4/2011,2011,1,4,,2.3,,-9.4,,-3.6,,21.6,,0,,,M,,M,,M,,,,,<31,
1/5/2011,2011,1,5,,-6.8,,-9.8,,-8.3,,26.3,,0,,,M,,M,,M,,,,,<31,
1/6/2011,2011,1,6,,-7,,-8.5,,-7.8,,25.8,,0,,,M,,M,,M,,,,,<31,
1/7/2011,2011,1,7,,-8.1,,-11.9,,-10,,28,,0,,,M,,M,,M,,,,,<31,
1/8/2011,2011,1,8,,-8.2,,-12.2,,-10.2,,28.2,,0,,,M,,M,,M,,,1,,39,
1/9/2011,2011,1,9,,-9.9,,-13.4,,-11.7,,29.7,,0,,,M,,M,,M,,,,,<31,
1/10/2011,2011,1,10,,-5.1,,-11.2,,-8.2,,26.2,,0,,,M,,M,,M,,,,,<31,
1/11/2011,2011,1,11,,-10.2,,-18,,-14.1,,32.1,,0,,,M,,M,,M,,,36,,37,
1/12/2011,2011,1,12,,-14.6,,-15.7,,-15.2,,33.2,,0,,,M,,M,,M,,,,,<31,
1/13/2011,2011,1,13,,-14.5,,-16.1,,-15.3,,33.3,,0,,,M,,M,,M,,,,,<31,
1/14/2011,2011,1,14,,-14.8,,-22.2,,-18.5,,36.5,,0,,,M,,M,,M,,,25,,100,
1/15/2011,2011,1,15,,-19.9,,-22.6,,-21.3,,39.3,,0,,,M,,M,,M,,,,,<31,
1/16/2011,2011,1,16,,-16.8,,-20.6,,-18.7,,36.7,,0,,,M,,M,,M,,,2,,52,
1/17/2011,2011,1,17,,,M,-18.4,E,,M,,M,,M,,M,,,,M,,,,M,,M
1/18/2011,2011,1,18,,,,,,,,,,,,,,,,,,,,,,,
1/19/2011,2011,1,19,,,,,,,,,,,,,,,,,,,,,,,
1/20/2011,2011,1,20,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
1/21/2011,2011,1,21,,-17.7,,-22.1,,-19.9,,37.9,,0,,,M,,M,,M,,,,,<31,
1/22/2011,2011,1,22,,-19.2,,-22.8,,-21,,39,,0,,,M,,M,,M,,,25,,50,
1/23/2011,2011,1,23,,-19.4,,-27.3,,-23.4,,41.4,,0,,,M,,M,,M,,,3,,63,
1/24/2011,2011,1,24,,-24.7,,-27.4,,-26.1,,44.1,,0,,,M,,M,,M,,,3,,48,
1/25/2011,2011,1,25,,-24.9,,-26.9,,-25.9,,43.9,,0,,,M,,M,,M,,,3,,54,
1/26/2011,2011,1,26,,-24.2,,-26.5,,-25.4,,43.4,,0,,,M,,M,,M,,,2,,44,
1/27/2011,2011,1,27,,-25.9,,-28.1,,-27,,45,,0,,,M,,M,,M,,,3,,48,
1/28/2011,2011,1,28,,-24.9,,-28.1,,-26.5,,44.5,,0,,,M,,M,,M,,,25,,98,
1/29/2011,2011,1,29,,-25.4,,-33.4,,-29.4,,47.4,,0,,,M,,M,,M,,,3,,41,
1/30/2011,2011,1,30,,-28.6,,-34.7,,-31.7,,49.7,,0,,,M,,M,,M,,,27,,54,
1/31/2011,2011,1,31,,-22.7,,-31,,-26.9,,44.9,,0,,,M,,M,,M,,,1,,76,
2/1/2011,2011,2,1,,-22.6,,-26.1,,-24.4,,42.4,,0,,,M,,M,,M,,,4,,80,
2/2/2011,2011,2,2,,-25.4,,-27.6,,-26.5,,44.5,,0,,,M,,M,,M,,,26,,44,
2/3/2011,2011,2,3,,-25.8,,-29.9,,-27.9,,45.9,,0,,,M,,M,,M,,,25,,52,
2/4/2011,2011,2,4,,-24.5,,-28.3,,-26.4,,44.4,,0,,,M,,M,,M,,,,,<31,
2/5/2011,2011,2,5,,-24.2,,-29.2,,-26.7,,44.7,,0,,,M,,M,,M,,,,,<31,
2/6/2011,2011,2,6,,-28,,-30.2,,-29.1,,47.1,,0,,,M,,M,,M,,,3,,32,
2/7/2011,2011,2,7,,-24.5,,-28,,-26.3,,44.3,,0,,,M,,M,,M,,,3,,80,
2/8/2011,2011,2,8,,-23.4,,-25.9,,-24.7,,42.7,,0,,,M,,M,,M,,,3,,67,
2/9/2011,2011,2,9,,-25.6,,-30.6,,-28.1,,46.1,,0,,,M,,M,,M,,,26,,52,
2/10/2011,2011,2,10,,-26.6,,-29.5,,-28.1,,46.1,,0,,,M,,M,,M,,,,,<31,
2/11/2011,2011,2,11,,-19.5,,-31,,-25.3,,43.3,,0,,,M,,M,,M,,,,,<31,
2/12/2011,2011,2,12,,-20.4,,-28.9,,-24.7,,42.7,,0,,,M,,M,,M,,,,,<31,
2/13/2011,2011,2,13,,-24.9,,-30.2,,-27.6,,45.6,,0,,,M,,M,,M,,,,,<31,
2/14/2011,2011,2,14,,-23,,-27.1,,-25.1,,43.1,,0,,,M,,M,,M,,,,,<31,
2/15/2011,2011,2,15,,-23.2,,-29.9,,-26.6,,44.6,,0,,,M,,M,,M,,,23,,69,
2/16/2011,2011,2,16,,-26.9,,-30.1,,-28.5,,46.5,,0,,,M,,M,,M,,,25,,56,
2/17/2011,2011,2,17,,-23.1,,-28,,-25.6,,43.6,,0,,,M,,M,,M,,,3,,85,
2/18/2011,2011,2,18,,-24.6,,-28.5,,-26.6,,44.6,,0,,,M,,M,,M,,,25,,82,
2/19/2011,2011,2,19,,-23.1,,-26.2,,-24.7,,42.7,,0,,,M,,M,,M,,,25,,63,
2/20/2011,2011,2,20,,-24.2,,-26.8,,-25.5,,43.5,,0,,,M,,M,,M,,,25,,43,
2/21/2011,2011,2,21,,-20.7,,-25.2,,-23,,41,,0,,,M,,M,,M,,,25,,56,
2/22/2011,2011,2,22,,-23.2,,-28.9,,-26.1,,44.1,,0,,,M,,M,,M,,,25,,56,
2/23/2011,2011,2,23,,-27.8,,-29.7,,-28.8,,46.8,,0,,,M,,M,,M,,,,,<31,
2/24/2011,2011,2,24,,-28.5,,-30.9,,-29.7,,47.7,,0,,,M,,M,,M,,,,,<31,
2/25/2011,2011,2,25,,-28.6,,-29.9,,-29.3,,47.3,,0,,,M,,M,,M,,,,,<31,
2/26/2011,2011,2,26,,-29.5,,-31.3,,-30.4,,48.4,,0,,,M,,M,,M,,,4,,46,
2/27/2011,2011,2,27,,-25.6,,-30.7,,-28.2,,46.2,,0,,,M,,M,,M,,,36,,67,
2/28/2011,2011,2,28,,-22.4,,-27.5,,-25,,43,,0,,,M,,M,,M,,,23,,91,
3/1/2011,2011,3,1,,-22.1,,-26.3,,-24.2,,42.2,,0,,,M,,M,,M,,,,,<31,
3/2/2011,2011,3,2,,-23,,-25.7,,-24.4,,42.4,,0,,,M,,M,,M,,,,,<31,
3/3/2011,2011,3,3,,-20.1,,-23.6,,-21.9,,39.9,,0,,,M,,M,,M,,,25,,69,
3/4/2011,2011,3,4,,-22.4,,-25.9,,-24.2,,42.2,,0,,,M,,M,,M,,,25,,41,
3/5/2011,2011,3,5,,-21.7,,-26,,-23.9,,41.9,,0,,,M,,M,,M,,,3,,98,
3/6/2011,2011,3,6,,-24.7,,-27.5,,-26.1,,44.1,,0,,,M,,M,,M,,,,,<31,
3/7/2011,2011,3,7,,-23.7,,-27.3,,-25.5,,43.5,,0,,,M,,M,,M,,,24,,98,
3/8/2011,2011,3,8,,-23.5,,-26.5,,-25,,43,,0,,,M,,M,,M,,,25,,72,
3/9/2011,2011,3,9,,-21.7,,-25.2,,-23.5,,41.5,,0,,,M,,M,,M,,,,,<31,
3/10/2011,2011,3,10,,-17.5,,-22.6,,-20.1,,38.1,,0,,,M,,M,,M,,,2,,37,
3/11/2011,2011,3,11,,-17.7,,-34.1,,-25.9,,43.9,,0,,,M,,M,,M,,,24,E,87,E
3/12/2011,2011,3,12,,-32.8,,-36.2,,-34.5,,52.5,,0,,,M,,M,,M,,,,,<31,
3/13/2011,2011,3,13,,,,,,,,,,,,,,,,,,,,,,,
3/14/2011,2011,3,14,,,,,,,,,,,,,,,,,,,,,,,
3/15/2011,2011,3,15,,,,,,,,,,,,,,,,,,,,,,,
3/16/2011,2011,3,16,,,,,,,,,,,,,,,,,,,,,,,
3/17/2011,2011,3,17,,-22.5,,-30.2,,-26.4,,44.4,,0,,,M,,M,,M,,,25,,63,
3/18/2011,2011,3,18,,-22.2,,-26.2,,-24.2,,42.2,,0,,,M,,M,,M,,,25,,67,
3/19/2011,2011,3,19,,-24.2,,-29.9,,-27.1,,45.1,,0,,,M,,M,,M,,,25,,39,
3/20/2011,2011,3,20,,-26.5,,-30.7,,-28.6,,46.6,,0,,,M,,M,,M,,,29,,37,
3/21/2011,2011,3,21,,-23.3,,-27.1,,-25.2,,43.2,,0,,,M,,M,,M,,,25,,89,
3/22/2011,2011,3,22,,-19.8,,-24.7,,-22.3,,40.3,,0,,,M,,M,,M,,,25,,83,
3/23/2011,2011,3,23,,-19.6,,-21.1,,-20.4,,38.4,,0,,,M,,M,,M,,,3,,37,
3/24/2011,2011,3,24,,-13.9,,-22.5,,-18.2,,36.2,,0,,,M,,M,,M,,,36,,50,
3/25/2011,2011,3,25,,-7.6,,-14.5,,-11.1,,29.1,,0,,,M,,M,,M,,,,,<31,
3/26/2011,2011,3,26,,-13.9,,-15.9,,-14.9,,32.9,,0,,,M,,M,,M,,,4,,32,
3/27/2011,2011,3,27,,-12.9,,-16.3,,-14.6,,32.6,,0,,,M,,M,,M,,,,,<31,
3/28/2011,2011,3,28,,-11.6,,-19.2,,-15.4,,33.4,,0,,,M,,M,,M,,,24,,35,
3/29/2011,2011,3,29,,-15.5,,-19.7,,-17.6,,35.6,,0,,,M,,M,,M,,,,,<31,
3/30/2011,2011,3,30,,-12.4,,-20.3,,-16.4,,34.4,,0,,,M,,M,,M,,,3,,39,
3/31/2011,2011,3,31,,-10,,-17.6,,-13.8,,31.8,,0,,,M,,M,,M,,,26,,70,
4/1/2011,2011,4,1,,-13.4,,-18.2,,-15.8,,33.8,,0,,,M,,M,,M,,,26,,61,
4/2/2011,2011,4,2,,-14.5,,-19,,-16.8,,34.8,,0,,,M,,M,,M,,,,,<31,
4/3/2011,2011,4,3,,-17.9,,-23.2,,-20.6,,38.6,,0,,,M,,M,,M,,,26,,50,
4/4/2011,2011,4,4,,-22.3,,-25.7,,-24,,42,,0,,,M,,M,,M,,,29,,33,
4/5/2011,2011,4,5,,-19.2,,-24.5,,-21.9,,39.9,,0,,,M,,M,,M,,,,,<31,
4/6/2011,2011,4,6,,-19.4,,-25.7,,-22.6,,40.6,,0,,,M,,M,,M,,,,,<31,
4/7/2011,2011,4,7,,-23.4,,-29.7,,-26.6,,44.6,,0,,,M,,M,,M,,,,,<31,
4/8/2011,2011,4,8,,-21.4,,-24.5,,-23,,41,,0,,,M,,M,,M,,,25,,69,
4/9/2011,2011,4,9,,-22.1,,-24.3,,-23.2,,41.2,,0,,,M,,M,,M,,,,,<31,
4/10/2011,2011,4,10,,-24.1,,-25.1,,-24.6,,42.6,,0,,,M,,M,,M,,,12,,48,
4/11/2011,2011,4,11,,-21.8,,-25.4,,-23.6,,41.6,,0,,,M,,M,,M,,,,,<31,
4/12/2011,2011,4,12,,-21.5,,-27.8,,-24.7,,42.7,,0,,,M,,M,,M,,,34,,35,
4/13/2011,2011,4,13,,-26.5,,-28.7,,-27.6,,45.6,,0,,,M,,M,,M,,,,,<31,
4/14/2011,2011,4,14,,-24.9,,-28.4,,-26.7,,44.7,,0,,,M,,M,,M,,,25,,69,
4/15/2011,2011,4,15,,-25.4,,-28.4,,-26.9,,44.9,,0,,,M,,M,,M,,,,,<31,
4/16/2011,2011,4,16,,-23.7,,-26.6,,-25.2,,43.2,,0,,,M,,M,,M,,,3,,39,
4/17/2011,2011,4,17,,-22.6,,-27.3,,-25,,43,,0,,,M,,M,,M,,,27,,39,
4/18/2011,2011,4,18,,-22.6,,-23.9,,-23.3,,41.3,,0,,,M,,M,,M,,,,,<31,
4/19/2011,2011,4,19,,-18.2,,-23.8,,-21,,39,,0,,,M,,M,,M,,,16,,32,
4/20/2011,2011,4,20,,-16.9,,-20,,-18.5,,36.5,,0,,,M,,M,,M,,,,,<31,
4/21/2011,2011,4,21,,-17.6,,-20.9,,-19.3,,37.3,,0,,,M,,M,,M,,,,,<31,
4/22/2011,2011,4,22,,-17.2,,-21,,-19.1,,37.1,,0,,,M,,M,,M,,,11,,48,
4/23/2011,2011,4,23,,-18,,-20.7,,-19.4,,37.4,,0,,,M,,M,,M,,,,,<31,
4/24/2011,2011,4,24,,-14.4,,-20.4,,-17.4,,35.4,,0,,,M,,M,,M,,,,,<31,
4/25/2011,2011,4,25,,-14.8,,-20.1,,-17.5,,35.5,,0,,,M,,M,,M,,,,,<31,
4/26/2011,2011,4,26,,-15.7,,-20.1,,-17.9,,35.9,,0,,,M,,M,,M,,,6,,33,
4/27/2011,2011,4,27,,-12.8,,-19,,-15.9,,33.9,,0,,,M,,M,,M,,,25,E,69,E
4/28/2011,2011,4,28,,-12.6,,-17.2,,-14.9,,32.9,,0,,,M,,M,,M,,,25,,56,
4/29/2011,2011,4,29,,-10,,-14.3,,-12.2,,30.2,,0,,,M,,M,,M,,,,,<31,
4/30/2011,2011,4,30,,-7.4,,-16.8,,-12.1,,30.1,,0,,,M,,M,,M,,,26,,76,
5/1/2011,2011,5,1,,-14,,-17.1,,-15.6,,33.6,,0,,,M,,M,,M,,,25,,96,
5/2/2011,2011,5,2,,-5.1,,-16.2,,-10.7,,28.7,,0,,,M,,M,,M,,,12,,65,
5/3/2011,2011,5,3,,-0.4,,-14.5,,-7.5,,25.5,,0,,,M,,M,,M,,,22,,120,
5/4/2011,2011,5,4,,-11.9,,-15.2,,-13.6,,31.6,,0,,,M,,M,,M,,,25,,35,
5/5/2011,2011,5,5,,-11.4,,-14.6,,-13,,31,,0,,,M,,M,,M,,,24,,56,
5/6/2011,2011,5,6,,-9.9,,-14.5,,-12.2,,30.2,,0,,,M,,M,,M,,,13,,59,
5/7/2011,2011,5,7,,-9.3,,-11,,-10.2,,28.2,,0,,,M,,M,,M,,,1,,37,
5/8/2011,2011,5,8,,-10.5,,-12,,-11.3,,29.3,,0,,,M,,M,,M,,,2,E,32,E
5/9/2011,2011,5,9,,-8.9,,-12.1,,-10.5,,28.5,,0,,,M,,M,,M,,,26,,43,
5/10/2011,2011,5,10,,-7.3,,-13,,-10.2,,28.2,,0,,,M,,M,,M,,,3,,48,
5/11/2011,2011,5,11,,-9.2,,-13.7,,-11.5,,29.5,,0,,,M,,M,,M,,,25,,50,
5/12/2011,2011,5,12,,-6.7,,-11.6,,-9.2,,27.2,,0,,,M,,M,,M,,,,,<31,
5/13/2011,2011,5,13,,-8.6,,-13.2,,-10.9,,28.9,,0,,,M,,M,,M,,,3,,61,
5/14/2011,2011,5,14,,,M,-10.2,E,,M,,M,,M,,M,,M,,M,,,,,<31,
5/15/2011,2011,5,15,,-9.1,,-11.9,,-10.5,,28.5,,0,,,M,,M,,M,,,36,,39,
5/16/2011,2011,5,16,,-8,,-11.7,,-9.9,,27.9,,0,,,M,,M,,M,,,4,,35,
5/17/2011,2011,5,17,,-5.1,,-10.3,,-7.7,,25.7,,0,,,M,,M,,M,,,,,<31,
5/18/2011,2011,5,18,,-8.9,,-12.2,,-10.6,,28.6,,0,,,M,,M,,M,,,,,<31,
5/19/2011,2011,5,19,,-5.3,,-10.4,,-7.9,,25.9,,0,,,M,,M,,M,,,,,<31,
5/20/2011,2011,5,20,,-5.3,,-11,,-8.2,,26.2,,0,,,M,,M,,M,,,28,,33,
5/21/2011,2011,5,21,,-5.9,,-8.5,,-7.2,,25.2,,0,,,M,,M,,M,,,4,,39,
5/22/2011,2011,5,22,,-4.8,,-8.6,,-6.7,,24.7,,0,,,M,,M,,M,,,36,,48,
5/23/2011,2011,5,23,,-6.4,,-8.8,,-7.6,,25.6,,0,,,M,,M,,M,,,3,,54,
5/24/2011,2011,5,24,,-6,,-10.2,,-8.1,,26.1,,0,,,M,,M,,M,,,10,E,52,E
5/25/2011,2011,5,25,,-5.5,,-11.3,,-8.4,,26.4,,0,,,M,,M,,M,,,3,,46,
5/26/2011,2011,5,26,,-3.9,,-8.4,,-6.2,,24.2,,0,,,M,,M,,M,,,3,,76,
5/27/2011,2011,5,27,,-3.6,,-6.2,,-4.9,,22.9,,0,,,M,,M,,M,,,25,,78,
5/28/2011,2011,5,28,,-4.3,,-6.6,,-5.5,,23.5,,0,,,M,,M,,M,,,25,,74,
5/29/2011,2011,5,29,,-4.3,,-6.3,,-5.3,,23.3,,0,,,M,,M,,M,,,25,,69,
5/30/2011,2011,5,30,,-3.7,,-6.5,,-5.1,,23.1,,0,,,M,,M,,M,,,3,,50,
5/31/2011,2011,5,31,,-1,,-6.3,,-3.7,,21.7,,0,,,M,,M,,M,,,25,,80,
6/1/2011,2011,6,1,,-0.5,,-5,,-2.8,,20.8,,0,,,M,,M,,M,,,21,,70,
6/2/2011,2011,6,2,,-1.3,,-5.7,,-3.5,,21.5,,0,,,M,,M,,M,,,25,,78,
6/3/2011,2011,6,3,,0.8,,-2.4,,-0.8,,18.8,,0,,,M,,M,,M,,,22,,82,
6/4/2011,2011,6,4,,5.2,,-2.1,,1.6,,16.4,,0,,,M,,M,,M,,,28,,41,
6/5/2011,2011,6,5,,4.4,,-4.2,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
6/6/2011,2011,6,6,,1,,-4.4,,-1.7,,19.7,,0,,,M,,M,,M,,,,,<31,
6/7/2011,2011,6,7,,1.3,,-1.3,,0,,18,,0,,,M,,M,,M,,,,,<31,
6/8/2011,2011,6,8,,0,,-2.3,,-1.2,,19.2,,0,,,M,,M,,M,,,9,,41,
6/9/2011,2011,6,9,,-0.2,,-2.2,,-1.2,,19.2,,0,,,M,,M,,M,,,12,,74,
6/10/2011,2011,6,10,,0.1,,-2.6,,-1.3,,19.3,,0,,,M,,M,,M,,,4,,41,
6/11/2011,2011,6,11,,0,,-2.7,,-1.4,,19.4,,0,,,M,,M,,M,,,28,,33,
6/12/2011,2011,6,12,,-1.4,,-4.2,,-2.8,,20.8,,0,,,M,,M,,M,,,1,,32,
6/13/2011,2011,6,13,,-0.1,,-2.4,,-1.3,,19.3,,0,,,M,,M,,M,,,11,,54,
6/14/2011,2011,6,14,,3.2,,-0.3,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
6/15/2011,2011,6,15,,3.9,,1.3,,2.6,,15.4,,0,,,M,,M,,M,,,4,,32,
6/16/2011,2011,6,16,,5.2,,1.8,,3.5,,14.5,,0,,,M,,M,,M,,,,,<31,
6/17/2011,2011,6,17,,7.9,,4.4,,6.2,,11.8,,0,,,M,,M,,M,,,24,,44,
6/18/2011,2011,6,18,,6,,2,,4,,14,,0,,,M,,M,,M,,,26,,37,
6/19/2011,2011,6,19,,2.2,,-2,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
6/20/2011,2011,6,20,,-1.2,,-3,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
6/21/2011,2011,6,21,,-0.3,,-3,,-1.7,,19.7,,0,,,M,,M,,M,,,7,,35,
6/22/2011,2011,6,22,,-0.1,,-3.3,,-1.7,,19.7,,0,,,M,,M,,M,,,,,<31,
6/23/2011,2011,6,23,,3.7,,-3.3,,0.2,,17.8,,0,,,M,,M,,M,,,15,,39,
6/24/2011,2011,6,24,,3.9,,-3.4,,0.3,,17.7,,0,,,M,,M,,M,,,,,<31,
6/25/2011,2011,6,25,,-1.5,,-3.7,,-2.6,,20.6,,0,,,M,,M,,M,,,,,<31,
6/26/2011,2011,6,26,,1.4,,-2.9,,-0.8,,18.8,,0,,,M,,M,,M,,,12,,37,
6/27/2011,2011,6,27,,9.7,,1,,5.4,,12.6,,0,,,M,,M,,M,,,,,<31,
6/28/2011,2011,6,28,,8.4,,4.6,,6.5,,11.5,,0,,,M,,M,,M,,,,,<31,
6/29/2011,2011,6,29,,10.6,,4.7,,7.7,,10.3,,0,,,M,,M,,M,,,25,,48,
6/30/2011,2011,6,30,,8.8,,4.1,,6.5,,11.5,,0,,,M,,M,,M,,,26,,44,
7/1/2011,2011,7,1,,12.3,,7.2,,9.8,,8.2,,0,,,M,,M,,M,,,,,<31,
7/2/2011,2011,7,2,,11.7,,3.1,,7.4,,10.6,,0,,,M,,M,,M,,,2,,33,
7/3/2011,2011,7,3,,10.5,,3.2,,6.9,,11.1,,0,,,M,,M,,M,,,1,,32,
7/4/2011,2011,7,4,,12.6,,7,,9.8,,8.2,,0,,,M,,M,,M,,,,,<31,
7/5/2011,2011,7,5,,11.6,,-0.8,,5.4,,12.6,,0,,,M,,M,,M,,,,,<31,
7/6/2011,2011,7,6,,0.1,,-1.7,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
7/7/2011,2011,7,7,,2,,-1.2,,0.4,,17.6,,0,,,M,,M,,M,,,4,,43,
7/8/2011,2011,7,8,,2,,-0.6,,0.7,,17.3,,0,,,M,,M,,M,,,7,,32,
7/9/2011,2011,7,9,,6.1,,-0.6,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
7/10/2011,2011,7,10,,9.9,,5.4,,7.7,,10.3,,0,,,M,,M,,M,,,25,,50,
7/11/2011,2011,7,11,,10.3,,7.4,,8.9,,9.1,,0,,,M,,M,,M,,,20,,37,
7/12/2011,2011,7,12,,14.1,,7.9,,11,,7,,0,,,M,,M,,M,,,19,,44,
7/13/2011,2011,7,13,,11.9,,8.1,,10,,8,,0,,,M,,M,,M,,,21,,39,
7/14/2011,2011,7,14,,10.2,,3.5,,6.9,,11.1,,0,,,M,,M,,M,,,12,,46,
7/15/2011,2011,7,15,,7,,0.6,,3.8,,14.2,,0,,,M,,M,,M,,,24,,61,
7/16/2011,2011,7,16,,10,,4.6,,7.3,,10.7,,0,,,M,,M,,M,,,25,,52,
7/17/2011,2011,7,17,,7.6,,0.2,,3.9,,14.1,,0,,,M,,M,,M,,,9,,113,
7/18/2011,2011,7,18,,2.3,,0.2,,1.3,,16.7,,0,,,M,,M,,M,,,5,,69,
7/19/2011,2011,7,19,,1.9,,0.1,,1,,17,,0,,,M,,M,,M,,,3,,46,
7/20/2011,2011,7,20,,5.4,,1,,3.2,,14.8,,0,,,M,,M,,M,,,2,,59,
7/21/2011,2011,7,21,,6.6,,2.6,,4.6,,13.4,,0,,,M,,M,,M,,,34,,35,
7/22/2011,2011,7,22,,8.2,,2.1,,5.2,,12.8,,0,,,M,,M,,M,,,1,,43,
7/23/2011,2011,7,23,,9.2,,2.8,,6,,12,,0,,,M,,M,,M,,,34,,44,
7/24/2011,2011,7,24,,5.7,,1.4,,3.6,,14.4,,0,,,M,,M,,M,,,4,,54,
7/25/2011,2011,7,25,,4.2,,-0.3,,2,,16,,0,,,M,,M,,M,,,36,,57,
7/26/2011,2011,7,26,,4.8,,0.4,,2.6,,15.4,,0,,,M,,M,,M,,,33,,33,
7/27/2011,2011,7,27,,3.6,,0.5,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
7/28/2011,2011,7,28,,2.6,,0.4,,1.5,,16.5,,0,,,M,,M,,M,,,9,,44,
7/29/2011,2011,7,29,,10.8,,0.5,,5.7,,12.3,,0,,,M,,M,,M,,,6,,35,
7/30/2011,2011,7,30,,7.4,,1,,4.2,,13.8,,0,,,M,,M,,M,,,3,,50,
7/31/2011,2011,7,31,,2.9,,1.3,,2.1,,15.9,,0,,,M,,M,,M,,,1,,54,
8/1/2011,2011,8,1,,6.2,,1.8,,4,,14,,0,,,M,,M,,M,,,12,,35,
8/2/2011,2011,8,2,,8.4,,4,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
8/3/2011,2011,8,3,,6.2,,1,,3.6,,14.4,,0,,,M,,M,,M,,,,,<31,
8/4/2011,2011,8,4,,4.3,,1.5,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
8/5/2011,2011,8,5,,3.4,,1.7,,2.6,,15.4,,0,,,M,,M,,M,,,,,<31,
8/6/2011,2011,8,6,,3.1,,1.8,,2.5,,15.5,,0,,,M,,M,,M,,,,,<31,
8/7/2011,2011,8,7,,4.1,,0.8,,2.5,,15.5,,0,,,M,,M,,M,,,29,,41,
