Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),
1/1/2009,2009,1,1,,-8.7,,-18.8,,-13.8,,31.8,,0,,,M,,M,,M,,,30,,39,
1/2/2009,2009,1,2,,-10.5,,-22.7,,-16.6,,34.6,,0,,,M,,M,,M,,,26,,117,
1/3/2009,2009,1,3,,-15.8,,-23.5,,-19.7,,37.7,,0,,,M,,M,,M,,,27,,72,
1/4/2009,2009,1,4,,-16.7,,-21.8,,-19.3,,37.3,,0,,,M,,M,,M,,,11,,37,
1/5/2009,2009,1,5,,-14.4,,-21,,-17.7,,35.7,,0,,,M,,M,,M,,,36,,54,
1/6/2009,2009,1,6,,-16.8,,-19.9,,-18.4,,36.4,,0,,,M,,M,,M,,,4,,57,
1/7/2009,2009,1,7,,-18.5,,-22.9,,-20.7,,38.7,,0,,,M,,M,,M,,,3,,43,
1/8/2009,2009,1,8,,-22.2,,-24.1,,-23.2,,41.2,,0,,,M,,M,,M,,,3,,67,
1/9/2009,2009,1,9,,-20.8,,-22.6,,-21.7,,39.7,,0,,,M,,M,,M,,,2,,46,
1/10/2009,2009,1,10,,-20.7,,-25.6,,-23.2,,41.2,,0,,,M,,M,,M,,,,,<31,
1/11/2009,2009,1,11,,-25.5,,-27.2,,-26.4,,44.4,,0,,,M,,M,,M,,,,,<31,
1/12/2009,2009,1,12,,-25.7,,-27.5,,-26.6,,44.6,,0,,,M,,M,,M,,,2,,57,
1/13/2009,2009,1,13,,-27.2,,-29,,-28.1,,46.1,,0,,,M,,M,,M,,,34,,44,
1/14/2009,2009,1,14,,-24.1,,-27.7,,-25.9,,43.9,,0,,,M,,M,,M,,,1,,59,
1/15/2009,2009,1,15,,-26.5,,-30.4,,-28.5,,46.5,,0,,,M,,M,,M,,,33,,43,
1/16/2009,2009,1,16,,-23.4,,-29.4,,-26.4,,44.4,,0,,,M,,M,,M,,,26,,80,
1/17/2009,2009,1,17,,-25.7,,-28.5,,-27.1,,45.1,,0,,,M,,M,,M,,,27,,87,
1/18/2009,2009,1,18,,-20.7,,-28.9,,-24.8,,42.8,,0,,,M,,M,,M,,,29,,52,
1/19/2009,2009,1,19,,-19.9,,-23.3,,-21.6,,39.6,,0,,,M,,M,,M,,,26,,43,
1/20/2009,2009,1,20,,-19.5,,-25,,-22.3,,40.3,,0,,,M,,M,,M,,,,,<31,
1/21/2009,2009,1,21,,-23.2,,-25.6,,-24.4,,42.4,,0,,,M,,M,,M,,,36,,70,
1/22/2009,2009,1,22,,-22.8,,-24.1,,-23.5,,41.5,,0,,,M,,M,,M,,,2,,61,
1/23/2009,2009,1,23,,-18,,-22.9,,-20.5,,38.5,,0,,,M,,M,,M,,,4,,65,
1/24/2009,2009,1,24,,-18.1,,-22.7,,-20.4,,38.4,,0,,,M,,M,,M,,,2,,59,Spd of Max Gust Flag
1/25/2009,2009,1,25,,-21.8,,-24.8,,-23.3,,41.3,,0,,,M,,M,,M,,,36,,56,
1/26/2009,2009,1,26,,-19.6,,-25.9,,-22.8,,40.8,,0,,,M,,M,,M,,,2,,69,
1/27/2009,2009,1,27,,-19.9,,-24.9,,-22.4,,40.4,,0,,,M,,M,,M,,,,,<31,
1/28/2009,2009,1,28,,-20.2,,-25.8,,-23,,41,,0,,,M,,M,,M,,,2,,54,
1/29/2009,2009,1,29,,-21.8,,-24.9,,-23.4,,41.4,,0,,,M,,M,,M,,,4,,70,
1/30/2009,2009,1,30,,-22.1,,-25.3,,-23.7,,41.7,,0,,,M,,M,,M,,,36,,48,
1/31/2009,2009,1,31,,-21,,-24.3,,-22.7,,40.7,,0,,,M,,M,,M,,,,,<31,
2/1/2009,2009,2,1,,-21.5,,-25.4,,-23.5,,41.5,,0,,,M,,M,,M,,,8,,33,
2/2/2009,2009,2,2,,-17.6,,-21.5,,-19.6,,37.6,,0,,,M,,M,,M,,,10,,33,
2/3/2009,2009,2,3,,-17.9,,-24.8,,-21.4,,39.4,,0,,,M,,M,,M,,,4,,57,
2/4/2009,2009,2,4,,-22.9,,-24.2,,-23.6,,41.6,,0,,,M,,M,,M,,,3,,61,
2/5/2009,2009,2,5,,-18,,-25.1,,-21.6,,39.6,,0,,,M,,M,,M,,,3,,63,
2/6/2009,2009,2,6,,-18,,-23,,-20.5,,38.5,,0,,,M,,M,,M,,,2,,44,
2/7/2009,2009,2,7,,-19.5,,-22.9,,-21.2,,39.2,,0,,,M,,M,,M,,,3,,61,
2/8/2009,2009,2,8,,-20.1,,-22.9,,-21.5,,39.5,,0,,,M,,M,,M,,,2,,74,
2/9/2009,2009,2,9,,-17.8,,-21.6,,-19.7,,37.7,,0,,,M,,M,,M,,,29,,33,
2/10/2009,2009,2,10,,-16.8,,-18.8,,-17.8,,35.8,,0,,,M,,M,,M,,,2,,48,
2/11/2009,2009,2,11,,-17.3,,-20.7,,-19,,37,,0,,,M,,M,,M,,,3,,65,
2/12/2009,2009,2,12,,-17.7,,-23.6,,-20.7,,38.7,,0,,,M,,M,,M,,,4,,65,
2/13/2009,2009,2,13,,-20.9,,-23.4,,-22.2,,40.2,,0,,,M,,M,,M,,,3,,82,
2/14/2009,2009,2,14,,-20.7,,-25.4,,-23.1,,41.1,,0,,,M,,M,,M,,,3,,89,
2/15/2009,2009,2,15,,-23.3,,-25.6,,-24.5,,42.5,,0,,,M,,M,,M,,,26,,104,
2/16/2009,2009,2,16,,-23.7,,-27.5,,-25.6,,43.6,,0,,,M,,M,,M,,,3,,52,
2/17/2009,2009,2,17,,-26.1,,-29.8,,-28,,46,,0,,,M,,M,,M,,,27,,67,
2/18/2009,2009,2,18,,-29,,-33.4,,-31.2,,49.2,,0,,,M,,M,,M,,,28,,32,
2/19/2009,2009,2,19,,-27.8,,-32.5,,-30.2,,48.2,,0,,,M,,M,,M,,,,,<31,
2/20/2009,2009,2,20,,-22.6,,-27.8,,-25.2,,43.2,,0,,,M,,M,,M,,,26,,39,
2/21/2009,2009,2,21,,-21.4,,-24,,-22.7,,40.7,,0,,,M,,M,,M,,,25,,37,
2/22/2009,2009,2,22,,-22.3,,-26.8,,-24.6,,42.6,,0,,,M,,M,,M,,,,,<31,
2/23/2009,2009,2,23,,-24.9,,-27.7,,-26.3,,44.3,,0,,,M,,M,,M,,,,,<31,
2/24/2009,2009,2,24,,-25.5,,-27.9,,-26.7,,44.7,,0,,,M,,M,,M,,,,,<31,
2/25/2009,2009,2,25,,-26,,-28.6,,-27.3,,45.3,,0,,,M,,M,,M,,,,,<31,
2/26/2009,2009,2,26,,-26.9,,-28.7,,-27.8,,45.8,,0,,,M,,M,,M,,,3,,39,
2/27/2009,2009,2,27,,-27.1,,-29.3,,-28.2,,46.2,,0,,,M,,M,,M,,,36,,52,
2/28/2009,2009,2,28,,-24.2,,-27.1,,-25.7,,43.7,,0,,,M,,M,,M,,,35,,61,
3/1/2009,2009,3,1,,-25.7,,-29.1,,-27.4,,45.4,,0,,,M,,M,,M,,,26,,63,
3/2/2009,2009,3,2,,-26.7,,-30.2,,-28.5,,46.5,,0,,,M,,M,,M,,,3,,41,
3/3/2009,2009,3,3,,-24.6,,-28,,-26.3,,44.3,,0,,,M,,M,,M,,,27,,59,
3/4/2009,2009,3,4,,-27.1,E,-29.8,E,-28.5,E,46.5,E,0,E,,M,,M,,M,,,,,<31,
3/5/2009,2009,3,5,,-19.8,,-27.2,,-23.5,,41.5,,0,,,M,,M,,M,,,26,,48,
3/6/2009,2009,3,6,,-13.8,,-21.5,,-17.7,,35.7,,0,,,M,,M,,M,,,26,,33,
3/7/2009,2009,3,7,,-15.3,,-23,,-19.2,,37.2,,0,,,M,,M,,M,,,27,,46,
3/8/2009,2009,3,8,,-21.2,,-26.2,,-23.7,,41.7,,0,,,M,,M,,M,,,27,,59,
3/9/2009,2009,3,9,,-22.5,,-27.3,,-24.9,,42.9,,0,,,M,,M,,M,,,26,,44,
3/10/2009,2009,3,10,,-24.6,,-27.6,,-26.1,,44.1,,0,,,M,,M,,M,,,,,<31,
3/11/2009,2009,3,11,,-27.4,,-28,,-27.7,,45.7,,0,,,M,,M,,M,,,,,<31,
3/12/2009,2009,3,12,,-27.9,,-29.3,,-28.6,,46.6,,0,,,M,,M,,M,,,5,,33,
3/13/2009,2009,3,13,,-26.4,,-30,,-28.2,,46.2,,0,,,M,,M,,M,,,3,,63,
3/14/2009,2009,3,14,,-16.5,,-27.2,,-21.9,,39.9,,0,,,M,,M,,M,,,3,,63,
3/15/2009,2009,3,15,,-15.5,,-21.2,,-18.4,,36.4,,0,,,M,,M,,M,,,1,,48,
3/16/2009,2009,3,16,,-14.6,,-22,,-18.3,,36.3,,0,,,M,,M,,M,,,2,,44,
3/17/2009,2009,3,17,,-20.8,,-25.1,,-23,,41,,0,,,M,,M,,M,,,36,,44,
3/18/2009,2009,3,18,,-20.7,,-23.8,,-22.3,,40.3,,0,,,M,,M,,M,,,36,,50,
3/19/2009,2009,3,19,,-19.9,,-23.3,,-21.6,,39.6,,0,,,M,,M,,M,,,6,,35,
3/20/2009,2009,3,20,,-21,,-23,,-22,,40,,0,,,M,,M,,M,,,4,,70,
3/21/2009,2009,3,21,,-17.4,,-22.7,,-20.1,,38.1,,0,,,M,,M,,M,,,3,,57,
3/22/2009,2009,3,22,,-17.7,,-20.4,,-19.1,,37.1,,0,,,M,,M,,M,,,,,<31,
3/23/2009,2009,3,23,,-20.3,,-23.1,,-21.7,,39.7,,0,,,M,,M,,M,,,25,,39,
3/24/2009,2009,3,24,,-17.8,,-22.5,,-20.2,,38.2,,0,,,M,,M,,M,,,30,,32,
3/25/2009,2009,3,25,,-21.2,,-24.9,,-23.1,,41.1,,0,,,M,,M,,M,,,,,<31,
3/26/2009,2009,3,26,,-23.6,,-27.8,,-25.7,,43.7,,0,,,M,,M,,M,,,2,,41,
3/27/2009,2009,3,27,,-21.5,,-27.3,,-24.4,,42.4,,0,,,M,,M,,M,,,26,,85,
3/28/2009,2009,3,28,,-18.6,,-23.7,,-21.2,,39.2,,0,,,M,,M,,M,,,27,,78,
3/29/2009,2009,3,29,,-13.6,,-19.6,,-16.6,,34.6,,0,,,M,,M,,M,,,,,<31,
3/30/2009,2009,3,30,,-10.8,,-17.6,,-14.2,,32.2,,0,,,M,,M,,M,,,,,<31,
3/31/2009,2009,3,31,,-14,,-19.6,,-16.8,,34.8,,0,,,M,,M,,M,,,,,<31,
4/1/2009,2009,4,1,,-8.9,,-14.1,,-11.5,,29.5,,0,,,M,,M,,M,,,30,,39,
4/2/2009,2009,4,2,,-11.2,,-16.8,,-14,,32,,0,,,M,,M,,M,,,1,,41,
4/3/2009,2009,4,3,,-14.6,,-17.2,,-15.9,,33.9,,0,,,M,,M,,M,,,,,<31,
4/4/2009,2009,4,4,,-10.2,,-15.9,,-13.1,,31.1,,0,,,M,,M,,M,,,,,<31,
4/5/2009,2009,4,5,,-14,,-20.9,,-17.5,,35.5,,0,,,M,,M,,M,,,30,,43,
4/6/2009,2009,4,6,,-19.1,,-21.4,,-20.3,,38.3,,0,,,M,,M,,M,,,26,,39,
4/7/2009,2009,4,7,,-13.5,,-21.6,,-17.6,,35.6,,0,,,M,,M,,M,,,,,<31,
4/8/2009,2009,4,8,,-11.9,,-19.4,,-15.7,,33.7,,0,,,M,,M,,M,,,12,,33,
4/9/2009,2009,4,9,,-19,,-21.3,,-20.2,,38.2,,0,,,M,,M,,M,,,,,<31,
4/10/2009,2009,4,10,,-18.1,,-21.4,,-19.8,,37.8,,0,,,M,,M,,M,,,5,,33,
4/11/2009,2009,4,11,,-8.5,,-18.3,,-13.4,,31.4,,0,,,M,,M,,M,,,25,,72,
4/12/2009,2009,4,12,,-8,,-12.1,,-10.1,,28.1,,0,,,M,,M,,M,,,26,,96,
4/13/2009,2009,4,13,,-11.5,,-25.4,,-18.5,,36.5,,0,,,M,,M,,M,,,2,,48,
4/14/2009,2009,4,14,,-24.1,,-25.9,,-25,,43,,0,,,M,,M,,M,,,5,,33,
4/15/2009,2009,4,15,,-19.9,,-25.2,,-22.6,,40.6,,0,,,M,,M,,M,,,25,,52,
4/16/2009,2009,4,16,,-13.2,,-21.8,,-17.5,,35.5,,0,,,M,,M,,M,,,,,<31,
4/17/2009,2009,4,17,,-11.4,,-18.1,,-14.8,,32.8,,0,,,M,,M,,M,,,,,<31,
4/18/2009,2009,4,18,,-9.6,,-16.8,,-13.2,,31.2,,0,,,M,,M,,M,,,26,,83,
4/19/2009,2009,4,19,,-13.5,,-19.6,,-16.6,,34.6,,0,,,M,,M,,M,,,3,,48,
4/20/2009,2009,4,20,,-12.1,,-17.7,,-14.9,,32.9,,0,,,M,,M,,M,,,3,,59,
4/21/2009,2009,4,21,,-11.7,,-18.2,,-15,,33,,0,,,M,,M,,M,,,26,,65,
4/22/2009,2009,4,22,,-10.7,,-16.2,,-13.5,,31.5,,0,,,M,,M,,M,,,11,,37,
4/23/2009,2009,4,23,,-12.8,,-15.3,,-14.1,,32.1,,0,,,M,,M,,M,,,10,,44,
4/24/2009,2009,4,24,,-13.2,,-16.7,,-15,,33,,0,,,M,,M,,M,,,,,<31,
4/25/2009,2009,4,25,,-15.6,,-17.1,,-16.4,,34.4,,0,,,M,,M,,M,,,,,<31,
4/26/2009,2009,4,26,,-12.1,,-16.8,,-14.5,,32.5,,0,,,M,,M,,M,,,36,,32,
4/27/2009,2009,4,27,,-10.3,,-14.1,,-12.2,,30.2,,0,,,M,,M,,M,,,34,,46,
4/28/2009,2009,4,28,,-8.6,,-15.8,,-12.2,,30.2,,0,,,M,,M,,M,,,36,,39,
4/29/2009,2009,4,29,,-8.3,,-13,,-10.7,,28.7,,0,,,M,,M,,M,,,,,<31,
4/30/2009,2009,4,30,,-10.5,,-12.8,,-11.7,,29.7,,0,,,M,,M,,M,,,,,<31,
5/1/2009,2009,5,1,,-11.3,,-14.6,,-13,,31,,0,,,M,,M,,M,,,,,<31,
5/2/2009,2009,5,2,,-8.8,,-14.7,,-11.8,,29.8,,0,,,M,,M,,M,,,36,,65,
5/3/2009,2009,5,3,,-10.4,,-12.3,,-11.4,,29.4,,0,,,M,,M,,M,,,3,,67,
5/4/2009,2009,5,4,,-9.5,,-12.7,,-11.1,,29.1,,0,,,M,,M,,M,,,23,,59,
5/5/2009,2009,5,5,,-10.4,,-13.1,,-11.8,,29.8,,0,,,M,,M,,M,,,,,<31,
5/6/2009,2009,5,6,,-10.2,,-12.8,,-11.5,,29.5,,0,,,M,,M,,M,,,25,,61,
5/7/2009,2009,5,7,,-11.1,,-13,,-12.1,,30.1,,0,,,M,,M,,M,,,7,,50,
5/8/2009,2009,5,8,,-10,,-14,,-12,,30,,0,,,M,,M,,M,,,36,,61,
5/9/2009,2009,5,9,,-10.7,,-14.5,,-12.6,,30.6,,0,,,M,,M,,M,,,26,,93,
5/10/2009,2009,5,10,,-14.2,,-15.8,,-15,,33,,0,,,M,,M,,M,,,26,,74,
5/11/2009,2009,5,11,,-14.1,,-15.8,,-15,,33,,0,,,M,,M,,M,,,,,<31,
5/12/2009,2009,5,12,,,M,-14.3,E,,M,,M,,M,,M,,M,,M,,,,,<31,
5/13/2009,2009,5,13,,-9.9,,-13.3,,-11.6,,29.6,,0,,,M,,M,,M,,,,,<31,
5/14/2009,2009,5,14,,-10.6,,-13.2,,-11.9,,29.9,,0,,,M,,M,,M,,,,,<31,
5/15/2009,2009,5,15,,-8,,-15.1,,-11.6,,29.6,,0,,,M,,M,,M,,,7,,65,
5/16/2009,2009,5,16,,-4.6,,-9.1,,-6.9,,24.9,,0,,,M,,M,,M,,,5,,59,
5/17/2009,2009,5,17,,-1.2,,-5,,-3.1,,21.1,,0,,,M,,M,,M,,,11,,52,
5/18/2009,2009,5,18,,-2,,-4.6,,-3.3,,21.3,,0,,,M,,M,,M,,,12,,80,
5/19/2009,2009,5,19,,-1.4,,-4.4,,-2.9,,20.9,,0,,,M,,M,,M,,,26,,46,
5/20/2009,2009,5,20,,-2.8,,-5.9,,-4.4,,22.4,,0,,,M,,M,,M,,,,,<31,
5/21/2009,2009,5,21,,-4.3,,-6.7,,-5.5,,23.5,,0,,,M,,M,,M,,,,,<31,
5/22/2009,2009,5,22,,-6.4,,-8.5,,-7.5,,25.5,,0,,,M,,M,,M,,,3,,50,
5/23/2009,2009,5,23,,-5.3,,-7,,-6.2,,24.2,,0,,,M,,M,,M,,,3,,61,
5/24/2009,2009,5,24,,-4.8,E,-6.7,E,-5.8,E,23.8,E,0,E,,M,,M,,M,,,,,<31,
5/25/2009,2009,5,25,,-1,,-5.9,,-3.5,,21.5,,0,,,M,,M,,M,,,36,,37,
5/26/2009,2009,5,26,,0.2,,-2.3,,-1.1,,19.1,,0,,,M,,M,,M,,,,,<31,
5/27/2009,2009,5,27,,2.2,,-3.9,,-0.9,,18.9,,0,,,M,,M,,M,,,2,,57,
5/28/2009,2009,5,28,,3,,-3.9,,-0.5,,18.5,,0,,,M,,M,,M,,,36,,56,
5/29/2009,2009,5,29,,1.1,,-4.1,,-1.5,,19.5,,0,,,M,,M,,M,,,27,,37,
5/30/2009,2009,5,30,,-2.9,,-5.2,,-4.1,,22.1,,0,,,M,,M,,M,,,30,,32,
5/31/2009,2009,5,31,,-3.8,,-4.9,,-4.4,,22.4,,0,,,M,,M,,M,,,6,,39,
6/1/2009,2009,6,1,,-1.1,,-4.3,,-2.7,,20.7,,0,,,M,,M,,M,,,10,,78,
6/2/2009,2009,6,2,,0.5,,-2,,-0.8,,18.8,,0,,,M,,M,,M,,,26,,50,
6/3/2009,2009,6,3,,-0.6,,-4.1,,-2.4,,20.4,,0,,,M,,M,,M,,,6,,43,
6/4/2009,2009,6,4,,-2.7,,-5.4,,-4.1,,22.1,,0,,,M,,M,,M,,,3,,54,
6/5/2009,2009,6,5,,-2.7,,-5.6,,-4.2,,22.2,,0,,,M,,M,,M,,,5,,46,
6/6/2009,2009,6,6,,-3,,-5.2,,-4.1,,22.1,,0,,,M,,M,,M,,,,,<31,
6/7/2009,2009,6,7,,0.8,,-3.5,,-1.4,,19.4,,0,,,M,,M,,M,,,24,,57,
6/8/2009,2009,6,8,,2,,-0.4,,0.8,,17.2,,0,,,M,,M,,M,,,25,,65,
6/9/2009,2009,6,9,,2.2,,-0.6,,0.8,,17.2,,0,,,M,,M,,M,,,26,,52,
6/10/2009,2009,6,10,,2.4,,-1.2,,0.6,,17.4,,0,,,M,,M,,M,,,,,<31,
6/11/2009,2009,6,11,,3.1,,0,,1.6,,16.4,,0,,,M,,M,,M,,,,,<31,
6/12/2009,2009,6,12,,4.9,,2.6,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
6/13/2009,2009,6,13,,7.6,,2,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
6/14/2009,2009,6,14,,8.2,,4.1,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
6/15/2009,2009,6,15,,7.4,,3.4,,5.4,,12.6,,0,,,M,,M,,M,,,11,,32,
6/16/2009,2009,6,16,,4.3,,-3.7,,0.3,,17.7,,0,,,M,,M,,M,,,12,,39,
6/17/2009,2009,6,17,,-1.9,,-4.6,,-3.3,,21.3,,0,,,M,,M,,M,,,1,,57,
6/18/2009,2009,6,18,,-2.2,,-4.9,,-3.6,,21.6,,0,,,M,,M,,M,,,3,,57,
6/19/2009,2009,6,19,,5.5,,-2.4,,1.6,,16.4,,0,,,M,,M,,M,,,4,,43,
6/20/2009,2009,6,20,,8,,2.3,,5.2,,12.8,,0,,,M,,M,,M,,,24,,57,
6/21/2009,2009,6,21,,7.4,,1.6,,4.5,,13.5,,0,,,M,,M,,M,,,25,,69,
6/22/2009,2009,6,22,,7.4,,-1.2,,3.1,,14.9,,0,,,M,,M,,M,,,,,<31,
6/23/2009,2009,6,23,,1.8,,-2.1,,-0.2,,18.2,,0,,,M,,M,,M,,,,,<31,
6/24/2009,2009,6,24,,-1.5,,-2.8,,-2.2,,20.2,,0,,,M,,M,,M,,,5,,33,
6/25/2009,2009,6,25,,-0.6,,-2.7,,-1.7,,19.7,,0,,,M,,M,,M,,,36,,32,
6/26/2009,2009,6,26,,6.6,,-2.3,,2.2,,15.8,,0,,,M,,M,,M,,,3,,43,
6/27/2009,2009,6,27,,7.9,,4.5,,6.2,,11.8,,0,,,M,,M,,M,,,23,,59,
6/28/2009,2009,6,28,,7.6,,-2.5,,2.6,,15.4,,0,,,M,,M,,M,,,31,,32,
6/29/2009,2009,6,29,,-1.3,,-2.2,,-1.8,,19.8,,0,,,M,,M,,M,,,4,,56,
6/30/2009,2009,6,30,,7.6,,-1.7,,3,,15,,0,,,M,,M,,M,,,25,,80,
7/1/2009,2009,7,1,,5.7,,-0.3,,2.7,,15.3,,0,,,M,,M,,M,,,25,,109,
7/2/2009,2009,7,2,,4.1,,-0.6,,1.8,,16.2,,0,,,M,,M,,M,,,16,,33,
7/3/2009,2009,7,3,,7.2,,0,,3.6,,14.4,,0,,,M,,M,,M,,,3,,35,
7/4/2009,2009,7,4,,9,,4.8,,6.9,,11.1,,0,,,M,,M,,M,,,26,,83,
7/5/2009,2009,7,5,,12.4,,6.4,,9.4,,8.6,,0,,,M,,M,,M,,,2,,39,
7/6/2009,2009,7,6,,14,,7.7,,10.9,,7.1,,0,,,M,,M,,M,,,26,,43,
7/7/2009,2009,7,7,,15.1,,10.1,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
7/8/2009,2009,7,8,,14.3,,7.5,,10.9,,7.1,,0,,,M,,M,,M,,,30,,32,
7/9/2009,2009,7,9,,13.5,,8.5,,11,,7,,0,,,M,,M,,M,,,11,,32,
7/10/2009,2009,7,10,,18.3,,9.3,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
7/11/2009,2009,7,11,,14.3,,7,,10.7,,7.3,,0,,,M,,M,,M,,,11,,37,
7/12/2009,2009,7,12,,10.5,,4.9,,7.7,,10.3,,0,,,M,,M,,M,,,13,,43,
7/13/2009,2009,7,13,,5.6,,-1.7,,2,,16,,0,,,M,,M,,M,,,,,<31,
7/14/2009,2009,7,14,,12.1,,0.1,,6.1,,11.9,,0,,,M,,M,,M,,,13,,35,
7/15/2009,2009,7,15,,7.9,,3.8,,5.9,,12.1,,0,,,M,,M,,M,,,12,,35,
7/16/2009,2009,7,16,,16.2,,5.5,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
7/17/2009,2009,7,17,,15.9,,11.3,,13.6,,4.4,,0,,,M,,M,,M,,,,,<31,
7/18/2009,2009,7,18,,15.1,,10.1,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
7/19/2009,2009,7,19,,13.7,,7.7,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
7/20/2009,2009,7,20,,11.9,,6.7,,9.3,,8.7,,0,,,M,,M,,M,,,,,<31,
7/21/2009,2009,7,21,,12.6,,6.7,,9.7,,8.3,,0,,,M,,M,,M,,,,,<31,
7/22/2009,2009,7,22,,15,,10,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
7/23/2009,2009,7,23,,16.2,,10.3,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
7/24/2009,2009,7,24,,18.9,,13.5,,16.2,,1.8,,0,,,M,,M,,M,,,27,,35,
7/25/2009,2009,7,25,,17.2,,10.8,,14,,4,,0,,,M,,M,,M,,,29,,35,
7/26/2009,2009,7,26,,15.5,,10.1,,12.8,,5.2,,0,,,M,,M,,M,,,,,<31,
7/27/2009,2009,7,27,,17.5,,12.1,,14.8,,3.2,,0,,,M,,M,,M,,,,,<31,
7/28/2009,2009,7,28,,13.5,,9.7,,11.6,,6.4,,0,,,M,,M,,M,,,,,<31,
7/29/2009,2009,7,29,,13.7,,10,,11.9,,6.1,,0,,,M,,M,,M,,,,M,,
7/30/2009,2009,7,30,,16.7,,10.2,,13.5,,4.5,,0,,,M,,M,,M,,,,M,,
7/31/2009,2009,7,31,,12.9,,8.3,,10.6,,7.4,,0,,,M,,M,,M,,,,M,,
8/1/2009,2009,8,1,,16.8,,2.7,,9.8,,8.2,,0,,,M,,M,,M,,,,M,,
8/2/2009,2009,8,2,,9.8,,4,,6.9,,11.1,,0,,,M,,M,,M,,,,M,,
8/3/2009,2009,8,3,,7.7,,1.6,,4.7,,13.3,,0,,,M,,M,,M,,,,M,,
8/4/2009,2009,8,4,,5.8,,-0.7,,2.6,,15.4,,0,,,M,,M,,M,,,,M,,
8/5/2009,2009,8,5,,7.7,,-0.5,,3.6,,14.4,,0,,,M,,M,,M,,,,M,,
8/6/2009,2009,8,6,,2.7,,-0.2,,1.3,,16.7,,0,,,M,,M,,M,,,,M,,
8/7/2009,2009,8,7,,13.4,,1.5,,7.5,,10.5,,0,,,M,,M,,M,,,,M,,
8/8/2009,2009,8,8,,12.6,,7.1,,9.9,,8.1,,0,,,M,,M,,M,,,,M,,
8/9/2009,2009,8,9,,8.4,,1.2,,4.8,,13.2,,0,,,M,,M,,M,,,,M,,
8/10/2009,2009,8,10,,9.1,,1.9,,5.5,,12.5,,0,,,M,,M,,M,,,,M,,
8/11/2009,2009,8,11,,10.2,,8.1,,9.2,,8.8,,0,,,M,,M,,M,,,,M,,
8/12/2009,2009,8,12,,9.4,,4.8,,7.1,,10.9,,0,,,M,,M,,M,,,,M,,
8/13/2009,2009,8,13,,8,,0.8,,4.4,,13.6,,0,,,M,,M,,M,,,,M,,
8/14/2009,2009,8,14,,2,,0,,1,,17,,0,,,M,,M,,M,,,,M,,
8/15/2009,2009,8,15,,4.8,,1.9,,3.4,,14.6,,0,,,M,,M,,M,,,,M,,
8/16/2009,2009,8,16,,10.3,,2.1,,6.2,,11.8,,0,,,M,,M,,M,,,,M,,
8/17/2009,2009,8,17,,12.3,,7.1,,9.7,,8.3,,0,,,M,,M,,M,,,,M,,
8/18/2009,2009,8,18,,9.3,,6.9,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
8/19/2009,2009,8,19,,8.4,,4,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
8/20/2009,2009,8,20,,5,,3.9,,4.5,,13.5,,0,,,M,,M,,M,,,,M,,
8/21/2009,2009,8,21,,10.5,,4.5,,7.5,,10.5,,0,,,M,,M,,M,,,,M,,
8/22/2009,2009,8,22,,8.8,,3.7,,6.3,,11.7,,0,,,M,,M,,M,,,,M,,M
8/23/2009,2009,8,23,,3.9,,0.8,,2.4,,15.6,,0,,,M,,M,,M,,,,M,,M
8/24/2009,2009,8,24,,3.6,,1.3,,2.5,,15.5,,0,,,M,,M,,M,,,,M,,M
8/25/2009,2009,8,25,,2.6,,1,,1.8,,16.2,,0,,,M,,M,,M,,,,M,,M
8/26/2009,2009,8,26,,4.3,,0.7,,2.5,,15.5,,0,,,M,,M,,M,,,,M,,M
8/27/2009,2009,8,27,,7.7,,2.1,,4.9,,13.1,,0,,,M,,M,,M,,,,M,,M
8/28/2009,2009,8,28,,7.8,,5.1,,6.5,,11.5,,0,,,M,,M,,M,,,,M,,M
8/29/2009,2009,8,29,,5.5,,0.3,,2.9,,15.1,,0,,,M,,M,,M,,,,M,,M
8/30/2009,2009,8,30,,3.1,,0.6,,1.9,,16.1,,0,,,M,,M,,M,,,,M,,M
8/31/2009,2009,8,31,,5.4,,2.7,,4.1,,13.9,,0,,,M,,M,,M,,,,M,,M
9/1/2009,2009,9,1,,6.6,,1.4,,4,,14,,0,,,M,,M,,M,,,,M,,M
